A: Paragraph Index,B: AI: Cross Scale (Consensus),C: Human Agreement with B (Agree/Disagree/Notes),All Models Align,Disagreement Type,Source,Full Paragraph Text,claude4: Interaction Present,claude4: Confidence,claude4: Scales,claude4: Links,claude4: Final Link,claude4: Scale Explanations,claude4: Summary,claude4: Rationale,gpt5: Interaction Present,gpt5: Confidence,gpt5: Scales,gpt5: Links,gpt5: Final Link,gpt5: Scale Explanations,gpt5: Summary,gpt5: Rationale,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Links,4o: Final Link,4o: Scale Explanations,4o: Summary,4o: Rationale,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Links,gemini2.5: Final Link,gemini2.5: Scale Explanations,gemini2.5: Summary,gemini2.5: Rationale
76,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_26.pdf,"Global companies like Nestlé have a role to play and can make a valuable contribution to the efforts to address some of the critical issues the world faces, such as food security, nutrition and health, water, sustainability and human rights.",No,0.8,N/A,N/A,N/A,N/A,N/A,The paragraph describes global companies' potential role in addressing critical issues but provides no temporal framing or timeframes for when these contributions occur or how they unfold across different time scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal relations are stated; the text is a general statement about contributions to broad issues.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit causal links between events or processes at different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph identifies critical global issues as Long-Term processes. However, it describes companies' 'contribution' as a general capability rather than a concrete event or process with a defined temporal scale (Short-Term or Medium-Term). Consequently, no explicit cross-scale causal link between distinct temporal events can be established."
77,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_26.pdf,"Our Creating Shared Value approach focuses the business on the long term, where the success of society and economic activity are intertwined and mutually reinforcing.",No,0.8,N/A,N/A,N/A,N/A,N/A,The paragraph describes a long-term business approach but lacks explicit causal connections between different temporal scales. It presents a single temporal perspective without cross-scale interactions.,No,0.86,N/A,N/A,N/A,N/A,N/A,The text only references a long-term focus and intertwined outcomes without linking different time scales causally.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses a long-term focus but does not explicitly link it to any short-term or medium-term events or processes.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a business approach focused on the 'long term' and the 'long-term' intertwining of society and economy. All elements discussed pertain to a single temporal scale (Long-Term), and there are no explicit causal connections or influences between different temporal scales."
80,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_26.pdf,"Then-President of the Swiss Confederation, Didier Burkhalter, is greeted by Peter Brabeck-Letmathe, Nestlé Chairman, at the 2014 Creating Shared Value Forum in Switzerland.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a single event (a greeting at a 2014 forum) with no causal relationships between different temporal scales. It's purely descriptive of one moment in time without any cross-scale interactions.,No,0.95,N/A,N/A,N/A,N/A,N/A,Only a single short-term event (a greeting at a 2014 forum) is described; no explicit cross-scale causal relationship.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a specific event without any explicit causal interaction between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single, discrete event (a greeting at a forum in 2014). There is no explicit mention of any causal influence or interaction between this short-term event and processes or events at other temporal scales (Medium-Term or Long-Term). No cross-scale links can be inferred from the provided text."
82,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_27.pdf,"Nestlé Nespresso’s revolutionary system – VertuoLine – was launched in 2014 in the US and Canada. It brews long cups, matching North American preferences, as well as authentic espresso.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a single product launch event in 2014 without any causal relationships between different temporal scales. No cross-scale interactions are present.,No,0.9,N/A,N/A,N/A,N/A,N/A,"Only a one-time product launch is dated; no explicit multi-year or long-term process is mentioned, and no cross-scale causal link is stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a product launch in 2014, which is a short-term event. There is no explicit causal link to another temporal scale, such as medium-term or long-term effects or strategies.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single event, the launch of VertuoLine in 2014 (Short-Term), and its features. There are no explicit causal links or influences between this event and any other event or process occurring at a different temporal scale."
85,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_27.pdf,"VertuoLine features a new line of 12 Grands Crus, eight large-cup coffees and four espresso blends. The machine is sold directly to consumers through the network of Nespresso boutiques, over the phone and online and at selected North American retailers.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes product features and distribution channels but contains no temporal elements or timeframes that would establish events at different temporal scales, let alone causal relationships between them.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal effects are stated; only product features and sales channels are described.,No,0.95,N/A,N/A,N/A,N/A,N/A,The paragraph describes a product launch and distribution strategy without any explicit cross-scale temporal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a new product line and its distribution channels. While the product launch could be considered Short-Term, there are no explicit causal links or interactions described between events or processes occurring at different temporal scales."
86,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_27.pdf,An intelligent extraction system allows the new Nespresso VertuoLine machine to recognise the different Grand Cru coffee capsules and brew each blend in the optimal way.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a technical feature of a coffee machine without any temporal processes or cross-scale interactions. It focuses on the machine's capability to recognize capsules and optimize brewing, but contains no time-based causal relationships.",No,0.9,N/A,N/A,N/A,N/A,N/A,The sentence describes a product feature without any explicit timeframes or cross-scale causal effects.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a feature of a coffee machine without any explicit cross-scale temporal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes the immediate functionality of a new product and its system, all of which fall within the Short-Term temporal scale. No explicit causal links or influences between different temporal scales are present in the text."
88,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_27.pdf,"A researcher at the Nestlé System Technology Centre in Orbe, Switzerland, where many Nestlé technology systems have originated, including Nespresso VertuoLine.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph only describes a static location and past technology origins without specifying timeframes or causal relationships between different temporal scales.,No,0.94,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal effects are stated; the sentence only notes origin location of technology systems.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not describe any events or processes with explicit temporal scales or causal interactions between different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a research center and its output, mentioning a long-term history of originating systems and providing a specific product (Nespresso VertuoLine) as an example. However, it does not explicitly state a causal influence between an event or process at one temporal scale and another. The relationship is descriptive, not causal across scales."
90,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_29.pdf,"For the Nestlé Needs YOUth programme in Europe, where one in four people under the age of 25 is unemployed, we pledged to offer 20000 jobs, apprenticeships and traineeships over three years, and establish readiness for work activities across our operations. We are well on schedule to achieve this with 11832 job and training opportunities created by the end of 2014 and around 1600 readiness for work events completed.",Yes,0.85,"Short-Term, Medium-Term",Medium-Term -> Short-Term,Medium-Term -> Short-Term,"Short-Term: Progress by end of 2014 with 11832 opportunities created and 1600 events completed; Medium-Term: Three-year pledge to offer 20000 jobs, apprenticeships and traineeships","[Medium-Term, Short-Term] Three-year employment pledge generates measurable annual progress milestones.","The three-year strategic commitment explicitly drives short-term implementation and measurement. The 2014 progress report directly results from executing the medium-term pledge, showing clear causal flow from strategic planning to operational delivery.",Yes,0.78,"Short-Term, Medium-Term",Short-Term -> Medium-Term,Short-Term -> Medium-Term,Short-Term: 11832 opportunities by end of 2014 and ~1600 events completed.; Medium-Term: Pledge to deliver 20000 roles and work-readiness over three years.,"[Short-Term, Medium-Term] Immediate job/events completions are cited as keeping the company on track to meet the three-year pledge.","The text links near-term completions to being on schedule for a three-year target. No explicit long-term effects are stated, so only Short-Term -> Medium-Term is included.",Yes,0.9,"Short-Term, Medium-Term",Short-Term -> Medium-Term,Short-Term -> Medium-Term,"Short-Term: 11832 job and training opportunities created by the end of 2014.; Medium-Term: Pledged to offer 20000 jobs, apprenticeships, and traineeships over three years.","[Short-Term, Medium-Term] Short-term job creation supports the medium-term goal of 20000 opportunities over three years.",The short-term achievement of 11832 opportunities by 2014 is a step towards the medium-term goal of 20000 over three years. This shows a clear causal link between short-term actions and medium-term objectives.,Yes,0.9,"Long-Term, Medium-Term, Short-Term",Long-Term -> Medium-Term | Medium-Term -> Short-Term,"Long-Term -> Medium-Term, Medium-Term -> Short-Term","Long-Term: The persistent issue of 'one in four people under the age of 25 is unemployed' represents a structural, long-standing societal problem.; Medium-Term: The 'pledged to offer 20000 jobs... over three years' explicitly defines a multi-year program duration.; Short-Term: The '11832 job and training opportunities created by the end of 2014' are specific, measurable outputs achieved within a shorter period as part of the larger program.","[Long-Term, Medium-Term, Short-Term] A long-term societal problem of youth unemployment drives a medium-term program, which in turn generates short-term job and training opportunities.",The persistent issue of youth unemployment (Long-Term) explicitly motivates the creation of the three-year Nestlé Needs YOUth programme (Medium-Term). This multi-year program then directly results in the creation of specific job and training opportunities and events by a given date (Short-Term progress). The links demonstrate a clear causal chain across these distinct temporal scales.
97,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_31.pdf,"Nestlé Health Science has a range of nutrition solutions, diagnostics, devices and drugs that target health areas, such as paediatric and acute care, metabolic and obesity care, healthy ageing, and gastrointestinal and brain health.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Health Science's current product portfolio and target health areas but contains no temporal elements, timeframes, or causal relationships between different time scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal links are stated; the text only lists product areas.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes various health areas targeted by Nestlé Health Science but does not provide explicit causal links between events or processes at different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Health Science's current portfolio and target health areas. It does not contain any explicit events or processes at different temporal scales that causally influence each other, thus no cross-scale interactions are present."
98,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_31.pdf,"The Product Technology Centre in Konolfingen, Switzerland, develops and manufactures a range of products for Nestlé Health Science.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph only describes a static organizational fact about a facility's location and function. No temporal processes, events, or timeframes are mentioned that would create cross-scale interactions.",No,0.93,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal effects are stated; it's a general description of activities without temporal interaction.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a location and its function without any explicit temporal cross-scale interactions or timeframes mentioned.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes an ongoing operational function of a centre, 'develops and manufactures'. It does not specify distinct events or processes that can be mapped to the provided temporal scales, nor does it imply any causal interactions between different scales."
100,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_32.pdf,"Nestlé Health Science is supported in its work by the Nestlé Institute of Health Sciences (NIHS) which under takes fundamental scientific research into how nutrition can be used to empower people to improve and maintain their health. NIHS research teams are providing greater insight into how our environment, diet and lifestyle intersect with our genetic make-up, gut microorganisms, metabolism and nutritional status to determine our health.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes ongoing research activities and scientific understanding without specifying timeframes or causal relationships between different temporal scales. While the research may have implications across time scales, no explicit cross-scale interactions are stated.",No,0.86,N/A,N/A,N/A,N/A,N/A,No explicit durations or cross-scale causal effects are stated; the text describes research support and insights without timeframes.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes ongoing research without specifying any temporal scales or explicit cross-scale causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph exclusively describes ongoing fundamental scientific research and its long-term goals related to health improvement and understanding. All identified activities and their impacts fall under the 'Long-Term' temporal scale. There are no explicit mentions of events or processes at 'Short-Term' or 'Medium-Term' scales, nor any causal links between different temporal scales."
104,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_32.pdf,"Nestlé Fitness biscuits are wholegrain cereal-based snacks low in fat and calories. After just three years, Nestlé Fitness biscuits hold the number one position in Brazil’s healthy biscuit segment. The biscuits are sold across South America and in Israel.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a product's market success after three years, but lacks explicit causal connections between different temporal scales. The three-year timeframe and current market position are presented as factual outcomes rather than causally linked processes across different time horizons.",No,0.9,N/A,N/A,N/A,N/A,N/A,"Only one timeframe is mentioned (three years), with no explicit causal link to another temporal scale.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes the success of Nestlé Fitness biscuits over a three-year period, but does not explicitly link this to any long-term or short-term processes or events.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single event (achieving market leadership) over a single, defined temporal scale (Medium-Term: 'After just three years'). There are no explicit causal links or influences stated between different temporal scales."
105,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_32.pdf,"Golden Morn is a ready-to-eat breakfast cereal sold in Nigeria, made of maize or millet, and fortified with micronutrients vitamin A and iron.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph provides only static product description without any temporal processes, events, or causal relationships across different time scales.",No,0.98,N/A,N/A,N/A,N/A,N/A,"The sentence is purely descriptive with no events, durations, or causal effects across time scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a product and its composition without any explicit temporal cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes the characteristics of a product (Golden Morn) but does not contain any events or processes that unfold over time, nor does it describe any causal interactions between different temporal scales. No explicit temporal elements or causal links are present."
107,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_33.pdf,"The new technology used at the factory in Jalisco, Mexico, heats milk at low pressure to remove some of the water. The resulting steam is then condensed and treated and used to clean machines. It is then recycled and used again. The process reduces by 15% the total amount of water used by Nestlé Mexico. Work is now underway to deploy similar tech nology in five other manufacturing sites in water stressed are as around the world. It is just one of a number of water-saving initiatives we have introduced in recent years, allowing us to reduce total water withdrawal in absolute terms by almost one third in the last decade.",Yes,0.85,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: Current deployment to five other manufacturing sites and recent water-saving initiatives; Long-Term: Almost one third reduction in total water withdrawal over the last decade,"[Short-Term, Long-Term] Recent water-saving initiatives enabled decade-long reduction in total water withdrawal by almost one third.",The text explicitly states that water-saving initiatives introduced in recent years allowed the company to achieve the long-term reduction in water withdrawal over the last decade. This creates a clear causal link from short-term actions to long-term outcomes.,Yes,0.78,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,"Medium-Term: ""initiatives we have introduced in recent years"" implies multi-year actions; Long-Term: ""reduce total water withdrawal... by almost one third in the last decade"" spans 10 years","[Medium-Term, Long-Term] Recent years' water-saving initiatives enabled a nearly one-third reduction over the last decade.","The text states that initiatives introduced in recent years allowed a decade-long reduction, giving an explicit cross-scale causal link. Other mentioned actions lack explicit cross-scale causality, so they were excluded.",Yes,0.9,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: The new technology reduces water usage by 15% at the factory.; Long-Term: Total water withdrawal reduced by almost one third in the last decade.,"[Short-Term, Long-Term] Short-term water-saving initiatives at factories contribute to a long-term reduction in water withdrawal over the last decade.","The short-term implementation of water-saving technology at factories directly contributes to the long-term goal of reducing water withdrawal. The text explicitly links these initiatives to a decade-long reduction in water use, establishing a causal relationship between the scales.",Yes,1.0,"Short-Term, Medium-Term, Long-Term",Short-Term -> Medium-Term | Medium-Term -> Long-Term,"Short-Term -> Medium-Term, Medium-Term -> Long-Term","Short-Term: Work 'now underway' to deploy technology refers to current, active project efforts for deployment.; Medium-Term: 'Water-saving initiatives we have introduced in recent years' explicitly refers to strategies and actions over a multi-year period.; Long-Term: 'Reduce total water withdrawal... in the last decade' refers to a cumulative outcome over a period exceeding five years.","[Short-Term, Medium-Term, Long-Term] Current technology deployment contributes to multi-year water-saving initiatives, which in turn enable long-term water withdrawal reductions.",The paragraph establishes a causal chain: current technology deployment (Short-Term) contributes to multi-year water-saving initiatives (Medium-Term). These Medium-Term initiatives are explicitly stated as enabling the significant reduction in water withdrawal over the last decade (Long-Term).
110,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_33.pdf,"A researcher at the zero water factory in Jalisco, Mexico, does a quality check. The water resource savings at the factory are equivalent to the volume needed per day to fill an Olympic size swimming pool.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a quality check and water savings comparison but contains no temporal elements or causal relationships between different time scales. All described activities are present-moment observations without explicit timeframes or cross-temporal causation.,No,0.86,N/A,N/A,N/A,N/A,N/A,"Only a daily-rate comparison is mentioned; no explicit causal link to multi-year or long-term outcomes, and no cross-scale interaction is stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a short-term event (quality check) and a short-term effect (daily water savings), but no cross-scale interaction is present.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a daily quality check and daily water savings, both falling under the 'Short-Term' scale. No explicit causal links between events or processes at different temporal scales are present."
115,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_41.pdf,"Maggi entered the Nestlé family in 1947, when the holding company, Alimen tana S.A., merged with Nestlé to become Nestlé Alimentana S.A.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a single historical event (merger in 1947) without any causal relationships between different temporal scales or ongoing processes that span multiple timeframes.,No,0.9,N/A,N/A,N/A,N/A,N/A,Only a single 1947 merger event is described; no explicit multi-year or long-term processes or cross-scale causal effects are stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a historical event without indicating any causal interaction between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes events occurring within a single year (1947), which falls under the 'Short-Term' scale. There are no explicit causal links between events spanning different temporal scales."
116,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_41.pdf,"Last year, Maggi created a new breakfast option for the Indian market, Maggi Oats Noodles, offering Nutrition, Health and Wellness in a bowl. The noodles are made from 51% wholegrain oat flour, fibre (equivalent to one bowl of oats), with a real vegetable garnish, as well as the popular authentic masala taste.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a single product launch event from last year without any causal connections to other temporal scales. It only provides descriptive details about the product's ingredients and positioning.,No,0.86,N/A,N/A,N/A,N/A,N/A,Only a short-term product launch is dated (“last year”); no explicit causal link to medium- or long-term processes is stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a short-term event (product launch) without any explicit causal link to another temporal scale.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single event, a product launch 'last year', which falls under the Short-Term scale. There are no explicit causal connections or influences stated between this event and any processes or outcomes at Medium-Term or Long-Term scales."
120,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_43.pdf,"Nestlé Milo has been a staunch supporter of youth sports throughout its history, and has fuelled generations through their formative years.",No,0.8,N/A,N/A,N/A,N/A,N/A,"While the paragraph mentions 'throughout its history' and 'generations,' it describes a consistent pattern of support rather than explicit causal interactions between different temporal scales. No specific events or processes at one timeframe are shown to causally influence another timeframe.",No,0.78,N/A,N/A,N/A,N/A,N/A,The sentence mentions long-term support and impacts on generations but does not explicitly state a causal link between different time scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit causal links between events or processes at different temporal scales. It mentions support over time but lacks specific timeframes or causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Milo's continuous support and impact over 'its history' and 'generations,' both indicating a singular Long-Term scale. No explicit causal links between different temporal scales are present."
121,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_46.pdf,"In 2014 Nestlé’s organic growth was 4.5%, composed of 2.3% real internal growth and 2.2% pricing. Sales were CHF 91.6 billion, down 0.6%, impacted by negative foreign exchange of –5.5%. Acquisitions, net of divestitures, added 0.4% to sales.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph presents only financial metrics and performance data for a single year (2014) without any causal relationships between different temporal scales. All information relates to short-term annual results with no explicit connections to multi-year strategies or long-term processes.,No,0.9,N/A,N/A,N/A,N/A,N/A,All events are confined to 2014 (one year). No explicit causal link between different temporal scales is stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph provides data for a single year (2014) without explicit causal links between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph exclusively details financial performance metrics and their immediate impacts within the single year 2014, which falls under the Short-Term scale. No events or processes from other temporal scales (Medium-Term or Long-Term) are mentioned as causally influencing or being influenced by these 2014 events, thus no cross-scale links exist."
123,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_46.pdf,The Group’s operating cash flow remained strong at CHF 14.7 billion.,No,0.9,N/A,N/A,N/A,N/A,N/A,The statement only reports a current financial metric (CHF 14.7 billion operating cash flow) without indicating any timeframe or causal relationships between different temporal scales.,No,0.98,N/A,N/A,N/A,N/A,N/A,Only a single financial metric is reported with no timeframe or causal cross-scale reference.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph only mentions a single financial figure without any temporal context or cross-scale interaction.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single financial metric (operating cash flow) at one temporal scale (Short-Term). There are no other events or processes mentioned, and thus no explicit causal links between different temporal scales."
124,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_48.pdf,"In 2014 we delivered strong results in a soft trading environment, building on the good growth of past years. They demonstrate the intrinsic strengths of Nestlé: the commit ment of our people, our global footprint, the strength of our portfolio and the quality of our innovation. While delivering in the short term, we remain focused on our business long term, strengthening the foundations of future growth.",Yes,0.85,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,"Short-Term: ""delivering in the short term"" explicitly mentioned; Long-Term: ""focused on our business long term"" and ""foundations of future growth"" explicitly referenced","[Short-Term, Long-Term] Short-term delivery supports long-term business focus and growth foundation strengthening.","The text explicitly states they are ""delivering in the short term"" while remaining ""focused on our business long term,"" indicating short-term performance enables long-term strategic positioning. The causal link is clear from the ""while delivering"" construction showing simultaneous but connected activities.",Yes,0.73,"Short-Term, Medium-Term",Medium-Term -> Short-Term,Medium-Term -> Short-Term,Short-Term: “In 2014 we delivered strong results.”; Medium-Term: “building on the good growth of past years.”,"[Medium-Term, Short-Term] Past years’ growth drove strong 2014 performance.","The text states 2014 results were built on past years’ growth, creating a multi-year to annual causal link. Mentions of long-term focus lack explicit causal ties to short-term outcomes, so excluded.",Yes,0.9,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: Delivering strong results in 2014.; Long-Term: Focus on business long term and strengthening foundations for future growth.,"[Short-Term, Long-Term] Delivering strong short-term results supports long-term business focus and growth foundations.","The paragraph explicitly links short-term results in 2014 to long-term business focus and growth. The short-term success is presented as a foundation for long-term strategies, demonstrating a clear causal relationship between these scales.",Yes,0.9,"Short-Term, Medium-Term",Medium-Term -> Short-Term,Medium-Term -> Short-Term,"Short-Term: Refers to 'strong results in 2014,' a specific annual performance.; Medium-Term: Refers to 'good growth of past years,' implying multi-year trends leading up to 2014.","[Short-Term, Medium-Term] Past medium-term growth explicitly influenced strong short-term results in 2014.",The paragraph explicitly links 'good growth of past years' (Medium-Term) as the foundation for 'strong results in 2014' (Short-Term) through the phrase 'building on.' This denotes a direct causal relationship. Other mentions of 'short term' and 'long term' describe parallel activities rather than explicit cross-scale causation.
128,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_52.pdf,"Relative to the market this was good growth, driven by innovation and premiumisation. The European trading en vironment continued to be volatile and intense, with defla tionary pressure increasing during the year and consumer confidence very fragile, reducing the flexibility to price.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes concurrent market conditions and business performance within the same timeframe ('during the year'), but lacks explicit causal relationships between different temporal scales. All events appear to occur within the same short-term period without cross-scale interactions.",No,0.84,N/A,N/A,N/A,N/A,N/A,Only within-year (short-term) effects are explicit; other drivers lack clear durations. No explicit causal link between different temporal scales is stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes market conditions and factors affecting growth but does not establish explicit causal links between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes short-term market conditions, such as 'good growth,' 'deflationary pressure increasing during the year,' and 'fragile consumer confidence,' and their immediate impact on 'flexibility to price.' All identified events and their causal relationships occur within the Short-Term temporal scale, with no explicit links to or from Medium-Term or Long-Term processes."
129,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_52.pdf,"Good performances in France, Switzerland, Austria and the Netherlands, and a recovery in Spain and Portugal sup ported the growth in Western Europe. The Great Britain region, Germany, Italy and Greece were more challenged. There were strong performances from petcare and Nescafé Dolce Gusto across Western Europe and we saw good growth from innovations in several categories. Highlights included Nescafé Gold and Azzera premium soluble coffee, Fresh Up and Buitoni Fiesta in frozen pizza, Maggi snacking noodles in ambient culinary and the launch of premium chocolate tablets Les Recettes de l’Atelier in France.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes current business performance and product launches across European markets without specifying timeframes or establishing causal relationships between different temporal scales. All mentioned activities appear to be contemporaneous business results.,No,0.86,N/A,N/A,N/A,N/A,N/A,"All cited actions (performances, recovery, launches, innovations) describe current-period outcomes; no explicit multi-year or long-term processes are linked causally to these short-term results.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes various product performances and launches but does not explicitly link events across different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph details current business performances, product highlights, and recent innovations, all indicative of short-term results. No explicit causal links or influences between events at different temporal scales are present in the text."
130,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_52.pdf,"In Central and Eastern Europe, Russia and Ukraine drove the growth in a deteriorating economic environment. Pet care, Nescafé Dolce Gusto, soluble coffee, particularly Gold Blend, and confectionery with KitKat were the highlights. The ongoing roll-out of Papyrus cooking papers in ambient culinary also continued to do well.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes current business performance and product highlights without specifying timeframes or establishing causal relationships between different temporal scales. All mentioned activities appear to be contemporaneous business results.,No,0.34,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or causal links across different temporal scales; statements describe concurrent performance and environment without cross-scale causation.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes current market highlights and product performance without explicit causal links between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes recent business performance and an ongoing product roll-out, all of which appear to occur within a single, short-term temporal scale. There are no explicit causal connections or influences between events happening at different temporal scales."
