A: Paragraph Index,B: AI: Cross Scale (Consensus),C: Human Agreement with B (Agree/Disagree/Notes),All Models Align,Disagreement Type,Source,Full Paragraph Text,claude4: Interaction Present,claude4: Confidence,claude4: Scales,claude4: Links,claude4: Final Link,claude4: Scale Explanations,claude4: Summary,claude4: Rationale,gpt5: Interaction Present,gpt5: Confidence,gpt5: Scales,gpt5: Links,gpt5: Final Link,gpt5: Scale Explanations,gpt5: Summary,gpt5: Rationale,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Links,4o: Final Link,4o: Scale Explanations,4o: Summary,4o: Rationale,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Links,gemini2.5: Final Link,gemini2.5: Scale Explanations,gemini2.5: Summary,gemini2.5: Rationale
113,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_41.pdf,"The successful roll-out of Maggi Oats Noodles demonstrated that healthy eating can be both enjoyable and tasty. Strong sales of the new product show that it is also good business. Maggi Oats Noodles meet Nestlé Nutritional Foundation criteria, which are based on public health recommendations. The consumer communication reinforces the importance for families to start the day with a well-balanced breakfast, including fruits and milk. In 2014, we continued to renovate Maggi products all around the world, reducing salt and fat and improving their nutritional benefits.",Yes,0.8,"Organizational, Individual, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Organizational: Nestlé as a company developing products and implementing nutritional criteria; Individual: Consumers purchasing products and families making breakfast choices; Environmental and Societal: Public health recommendations that inform nutritional standards,"[Environmental and Societal, Organizational, Individual] Public health recommendations shape corporate nutritional standards, which influence family eating habits.","The text shows a clear chain where societal health recommendations inform Nestlé's product criteria, and the company then communicates to influence family behaviors. Two distinct cross-scale causal links are explicitly described.",Yes,0.82,"Organizational, Environmental and Societal, Individual",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Organizational: Nestlé/Maggi and its Nutritional Foundation criteria and consumer communication.; Environmental and Societal: Public health recommendations cited as the basis for criteria.; Individual: Families targeted by consumer communication.,"[Environmental and Societal, Organizational, Individual] Public health recommendations shape Nestlé criteria; Nestlé’s communication encourages families’ breakfast choices.","Public health recommendations (societal) explicitly inform Nestlé’s criteria (organizational). Nestlé’s consumer communication targets families (individuals). Other statements (e.g., strong sales) lacked explicit cross-scale causality.",Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Individual: Families and consumers are influenced by product communication.; Organizational: Nestlé as the organization producing Maggi Oats Noodles.; Environmental and Societal: Public health recommendations influencing Nestlé's criteria.,"[Individual, Organizational, Environmental and Societal] Public health recommendations influence Nestlé's product criteria, which in turn affect consumer choices.","The text shows public health recommendations affecting Nestlé's product criteria, and Nestlé's communication influencing consumer behavior. These are clear cross-scale interactions.",Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual | Individual -> Organizational,Individual -> Organizational,Individual: Families/consumers are specific people.; Organizational: Nestlé is a single company.; Environmental and Societal: Public health recommendations represent societal-level systems/norms.,"[Individual, Organizational, Environmental and Societal] Public health recommendations influence Nestlé's product criteria, Nestlé's communication targets families, and strong sales from families benefit Nestlé.","The analysis identified three distinct scales: Individual (families), Organizational (Nestlé), and Environmental and Societal (public health recommendations). Links were established where explicit causality was stated, such as public health recommendations influencing Nestlé's criteria, Nestlé's communication targeting families, and individual sales benefiting Nestlé. No more than three scales were detected, adhering to the protocol."
114,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_41.pdf,"The Maggi company began selling powdered soups in Switzerland in 1885. Julius Maggi had pioneered the production of pea and bean soups at the request of the Swiss Public Welfare Society to address the dietary deficiency of the work ing population. The advent of factory work for women meant less time to prepare food, and the soups were a convenient and nourishing alternative.",Yes,0.9,"Environmental and Societal, Organizational, Individual",Environmental and Societal -> Organizational | Environmental and Societal -> Individual,Environmental and Societal -> Organizational,"Environmental and Societal: Swiss Public Welfare Society (societal institution) and broader societal changes like factory work patterns; Organizational: The Maggi company as a specific business organization; Individual: Working population, women workers, and their dietary/food preparation needs","[Environmental and Societal, Organizational, Individual] Societal institution requests company to address working population's dietary needs","The Swiss Public Welfare Society directly commissioned Maggi to develop products, showing clear societal-to-organizational causality. Societal changes in work patterns also directly affected individual food preparation behaviors. Both links represent explicit causal relationships described in the text.",Yes,0.74,"Individual, Organizational, Environmental and Societal",Organizational -> Individual | Environmental and Societal -> Individual | Organizational -> Individual,Organizational -> Individual,Individual: Julius Maggi; working women/population; Organizational: Maggi company; Swiss Public Welfare Society; Environmental and Societal: Advent of factory work for women,[Individual|Organizational|Environmental and Societal] A welfare society’s request spurred Julius Maggi; factory work reduced women’s cooking time; Maggi’s soups offered a convenient alternative.,"Explicit cross-scale causality links an organization’s request to an individual’s action, and societal labor shifts to individuals’ time scarcity; company sales then affected individuals’ options. Kept to three clear scales.",Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Individual: Women working in factories.; Organizational: Maggi company.; Environmental and Societal: Swiss Public Welfare Society.,"[Environmental and Societal, Organizational, Individual] The Swiss Public Welfare Society influenced Maggi to produce soups, which then benefited working women.","The Swiss Public Welfare Society's request led Maggi to produce soups, impacting working women by providing a convenient food option. These interactions span three scales: societal, organizational, and individual.",Yes,1.0,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Individual | Individual -> Organizational | Organizational -> Individual | Environmental and Societal -> Individual,Individual -> Organizational,"Individual: Julius Maggi, working population, and women are specific people or informal groups.; Organizational: Maggi company is a single organization.; Environmental and Societal: Swiss Public Welfare Society and factory work represent societal-level systems or organizations addressing societal issues.","[Individual, Organizational, Environmental and Societal] The Swiss Public Welfare Society requested Julius Maggi to create soups, which the Maggi company sold to individuals affected by factory work.","The paragraph explicitly describes how societal factors (Swiss Public Welfare Society, factory work) influenced individuals (Julius Maggi, women), who in turn influenced or were influenced by an organization (Maggi company). Three distinct scales were identified: Individual, Organizational, and Environmental and Societal, all explicitly linked by causal interactions."
115,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_41.pdf,"Maggi entered the Nestlé family in 1947, when the holding company, Alimen tana S.A., merged with Nestlé to become Nestlé Alimentana S.A.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a merger between two organizational entities (Maggi/Alimentana S.A. and Nestlé) but this represents a same-scale interaction between organizations, not a cross-scale hierarchical interaction. No causal influence across different scales is described.",No,0.9,N/A,N/A,N/A,N/A,N/A,"All actions are between organizations (Maggi, Nestlé, Alimentana S.A.) and describe a merger. No actor at a different scale (individual, societal, inter-org system) causally influences another scale.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a merger between two organizations, but does not explicitly describe any cross-scale causality involving different scales such as individual or societal levels.",No,1.0,N/A,N/A,N/A,N/A,N/A,"All actors identified (Maggi, Nestlé, Alimentana S.A., Nestlé Alimentana S.A.) are classified as 'Organizational' scale entities. The described interactions (entering a family, merging) are therefore intra-scale, not cross-scale, and do not meet the criteria for hierarchical interaction."
116,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_41.pdf,"Last year, Maggi created a new breakfast option for the Indian market, Maggi Oats Noodles, offering Nutrition, Health and Wellness in a bowl. The noodles are made from 51% wholegrain oat flour, fibre (equivalent to one bowl of oats), with a real vegetable garnish, as well as the popular authentic masala taste.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Maggi's product development and features but contains no explicit causal interactions between different hierarchical scales. It only presents factual information about a single organization's product without describing cross-scale influences or effects.,Yes,0.63,"Organizational, Environmental and Societal",Organizational -> Environmental and Societal,Organizational -> Environmental and Societal,Organizational: Maggi (a brand/company) acts by creating a product.; Environmental and Societal: The 'Indian market' is a societal-level market system.,"[Organizational, Environmental and Societal] Maggi launched a product for the Indian market, showing org action aimed at a societal market.","Only explicit cross-scale causality is Maggi targeting the Indian market. The text does not explicitly mention individuals or inter-organizational actors, so those scales were excluded.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a product launch by Maggi but does not explicitly show cross-scale causality between different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a product launch by an organizational actor (Maggi) for a specific market (Indian market). However, it does not explicitly state any causal influence or interaction between these different scales, only that the product was 'created for' the market, which does not meet the strict requirement for a hierarchical cross-scale link."
117,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_43.pdf,"Parents want their children to make the most of their potential. Nestlé Milo, which is mainly consumed by children aged 7–12, can help to provide the nourishing energy they need to succeed. Activ-Go plays a role in energy release, muscle function, bone maintenance and red blood cell formation, all essential for physical activity.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes parents wanting children to succeed and Nestlé Milo providing nutrition, but lacks explicit causal connections between different organizational scales. Parents and children are Individual scale, Nestlé is Organizational scale, but no cross-scale influence is explicitly stated - only product benefits are described.",Yes,0.73,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé Milo/Activ-Go are branded product/formulation of a company.; Individual: Children aged 7–12 as consumers with energy and activity outcomes.,"[Organizational, Individual] Nestlé Milo (with Activ-Go) provides energy that supports children’s physical activity and success.","The text explicitly states the product/formulation aids children’s energy and activity, a direct org-to-individual causal effect. No societal or inter-organizational actors are described.",Yes,0.9,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,"Individual: Children aged 7–12 are specific people.; Organizational: Nestlé Milo is a brand, part of an organization.","[Individual, Organizational] Nestlé Milo influences children by providing energy for their physical activities.","The paragraph describes how Nestlé Milo, an organizational actor, provides energy to children, an individual actor, thus creating a cross-scale interaction. No other scales are involved.",Yes,1.0,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,Individual: Parents and children are specific people.; Organizational: Nestlé Milo is a product/brand of a company.,"[Individual, Organizational] Nestlé Milo provides nourishing energy to children.","The paragraph explicitly states that Nestlé Milo (Organizational) helps provide nourishing energy to children (Individual). No other explicit cross-scale causal links were identified, as parental desires were not shown to causally influence the organization in this text."
118,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_43.pdf,"The re-launched recipe with Activ-Go was developed by our scientists and intro duced in 2014 in Indonesia, Malaysia and Vietnam. It will be launched in other Asian, African and Latin American countries this year.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes product development and launch activities but lacks explicit causal relationships between different organizational scales. Scientists developing a recipe and geographic market launches are operational activities without clear cross-scale influence.,Yes,0.74,"Individual, Organizational, Environmental and Societal",Individual -> Organizational | Organizational -> Environmental and Societal,Organizational -> Environmental and Societal,"Individual: “Our scientists” are workers performing development.; Organizational: The company/brand that owns and introduces the product.; Environmental and Societal: Countries (Indonesia, Malaysia, Vietnam; other regions) are societal contexts.","[Individual | Organizational | Environmental and Societal] Scientists built the recipe, and the company launched it across specific countries and plans more.","The text explicitly states individuals (scientists) developed the product for the company, and the company introduced/launched it in countries. Only these three scales appear clearly and are cross-linked.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes actions by an organization (scientists developing a recipe) but does not explicitly show cross-scale causality with other scales.,Yes,1.0,"Individual, Organizational, Environmental and Societal",Individual -> Organizational | Organizational -> Environmental and Societal,Organizational -> Environmental and Societal,"Individual: Refers to 'our scientists' who are specific people.; Organizational: Refers to the implicit company that 're-launched' and 'introduced' the recipe, and employs the scientists.; Environmental and Societal: Refers to 'Indonesia, Malaysia and Vietnam' and 'other Asian, African and Latin American countries' as national markets/societies.","[Individual, Organizational, Environmental and Societal] Scientists developed a recipe that an organization launched into national markets.","The paragraph describes scientists (Individual) developing a product for an organization (Organizational), which then introduces this product into national markets (Environmental and Societal). This establishes two distinct cross-scale causal links."
119,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_43.pdf,"Nestlé Milo celebrated its 80th birthday in 2014. It was created by Nestlé engineer Thomas Mayne to help children who had poor diets get sufficient nutrition. He created Nestlé Milo from malt, milk and cocoa to give children the nutritious energy they need to get the best out of their day. It was launched at the Sydney Easter Show in 1934.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes historical product development and launch events but contains no explicit causal interactions between different scales. Thomas Mayne's creation of Milo and its launch are organizational activities without cross-scale causality described.,Yes,0.74,"Individual, Organizational",Individual -> Organizational | Organizational -> Individual,Organizational -> Individual,Individual: Thomas Mayne and the children are specific people/groups.; Organizational: Nestlé Milo is a brand/product entity within Nestlé.,"[Individual, Organizational] An engineer created the Milo brand, which provides nutritious energy to children.","Individuals (Mayne, children) and the brand (Nestlé Milo) are explicit actors. The text states Mayne created the brand and that the brand gives energy to children. No broader societal or inter-org actors are specified.",Yes,0.9,"Individual, Organizational",Individual -> Organizational,Individual -> Organizational,"Individual: Thomas Mayne, a specific person, is involved.; Organizational: Nestlé, a company, is involved.","[Individual, Organizational] Thomas Mayne, an individual, created Nestlé Milo for the organization Nestlé to address children's nutritional needs.","The paragraph describes Thomas Mayne's role in creating a product for Nestlé, showing a clear cross-scale interaction. Only two scales are involved, so no limitation on scale number.",Yes,0.9,"Individual, Organizational",Individual -> Organizational,Individual -> Organizational,Individual: Thomas Mayne (specific person) and children (specific group of people).; Organizational: Nestlé (a single company).,"[Individual, Organizational] An individual engineer's creation directly influenced an organization's product portfolio.","The paragraph explicitly states that Thomas Mayne, an individual, created Nestlé Milo. This act of creation by an individual directly resulted in a product for Nestlé, an organization, thus establishing a causal link from the Individual to the Organizational scale. No other explicit cross-scale causal links were identified, as the interaction between the engineer and children is same-scale, and Nestlé's influence on Mayne's creation is not explicitly stated beyond affiliation."
120,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_43.pdf,"Nestlé Milo has been a staunch supporter of youth sports throughout its history, and has fuelled generations through their formative years.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Milo's historical support of youth sports and role in fueling generations, but contains no explicit causal interactions between different scales. It presents general statements about support and impact without specifying concrete actors or mechanisms of influence across hierarchical levels.",Yes,0.64,"Organizational, Environmental and Societal",Organizational -> Environmental and Societal,Organizational -> Environmental and Societal,Organizational: Nestlé Milo is a brand/organization.; Environmental and Societal: Youth sports refers to a community-level societal system.,"[Organizational, Environmental and Societal] Nestlé Milo supports youth sports, indicating org-level influence on a community system.","Explicit wording shows the organization supports a societal-level system (youth sports). The phrase about “fuelled generations” is too vague to map to concrete individuals, so no Individual scale link is included.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé Milo's support for youth sports but does not explicitly show a causal interaction between different scales.,Yes,1.0,"Organizational, Environmental and Societal, Individual",Organizational -> Environmental and Societal | Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé Milo is a brand/company.; Environmental and Societal: Youth sports represents a societal-level system/community activity.; Individual: Generations refer to groups of people/individuals.,"[Organizational, Environmental and Societal, Individual] Nestlé Milo supports youth sports and fuels generations.","The paragraph describes Nestlé Milo (Organizational) supporting youth sports (Environmental and Societal) and directly fueling generations (Individual). Two distinct cross-scale causal links are identified, both originating from the Organizational scale."
121,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_46.pdf,"In 2014 Nestlé’s organic growth was 4.5%, composed of 2.3% real internal growth and 2.2% pricing. Sales were CHF 91.6 billion, down 0.6%, impacted by negative foreign exchange of –5.5%. Acquisitions, net of divestitures, added 0.4% to sales.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph presents only financial metrics and performance data for Nestlé as a single organizational entity. No cross-scale causal interactions are described - only internal growth rates, pricing changes, and financial impacts are reported without any explicit influence relationships between different hierarchical scales.",Yes,0.86,"Organizational, Environmental and Societal",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Nestlé's sales and growth metrics are at the company level.; Environmental and Societal: Foreign exchange rates are part of broader economic systems.,"[Environmental and Societal, Organizational] Negative foreign exchange rates reduced Nestlé’s sales.","Nestlé (organizational) is explicitly affected by foreign exchange (environmental/societal). Other figures (pricing, internal growth, acquisitions) are internal and do not form cross-scale links.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes financial metrics and changes but does not explicitly show cross-scale causal interactions between defined scales.,Yes,1.0,"Organizational, Environmental and Societal",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Nestlé is a company.; Environmental and Societal: Foreign exchange represents capital markets/economic systems.,"[Organizational, Environmental and Societal] Foreign exchange negatively impacted Nestlé's sales.","The paragraph explicitly states that foreign exchange (Environmental and Societal) impacted Nestlé’s sales (Organizational). Acquisitions and divestitures were internal organizational actions affecting sales, not cross-scale interactions."
122,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_46.pdf,"The Group’s trading operating profit was CHF 14.0 billion, representing a margin of 15.3%, up 10 basis points, and up 30 basis points in constant currencies. The cost of goods sold fell by 30 basis points as a percentage of sales, driven by product mix and pricing actions and savings created by Nestlé Continuous Excellence which more than offset increases in raw material costs. Distribution costs were up by 10 basis points. Total marketing and administration expenses rose by 10 basis points as we increased consumer facing marketing support for our brands.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph presents only financial metrics and operational results for one organization (Nestlé Group). While it mentions various business activities like pricing actions and marketing support, these are all internal organizational activities without explicit causal relationships to actors at different scales.",Yes,0.68,"Environmental and Societal, Organizational",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,"Environmental and Societal: Commodity/raw material markets with rising input prices.; Organizational: Nestlé Group and its internal costs/metrics (e.g., COGS).","[Environmental and Societal | Organizational] External raw material cost increases influenced Nestlé’s COGS, offset by internal savings.","The text explicitly notes increases in raw material costs and that internal savings offset them, linking market conditions to company costs. Other changes (pricing, product mix, marketing spend) are internal-only.",Yes,0.9,"Organizational, Environmental and Societal",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Nestlé's internal actions and financial metrics.; Environmental and Societal: Raw material costs influenced by broader market conditions.,"[Organizational, Environmental and Societal] Raw material costs influenced Nestlé's cost of goods sold.",The paragraph describes how societal-level raw material costs affected Nestlé's organizational-level cost of goods sold. No other scales were clearly defined.,Yes,1.0,"Organizational, Environmental and Societal",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,"Organizational: Refers to 'The Group' (Nestlé), 'Nestlé Continuous Excellence', and 'our brands'.; Environmental and Societal: Refers to 'raw material costs' as a market/economic factor.","[Environmental and Societal, Organizational] Raw material costs influenced the Group's cost of goods sold, which was then mitigated by organizational savings.","The paragraph explicitly states 'increases in raw material costs' (Environmental and Societal) influenced 'The Group's' (Organizational) cost of goods sold, which was then offset. This establishes a clear causal link from Environmental and Societal to Organizational. No other explicit cross-scale causal links were identified, as 'consumer facing' marketing lacked an explicit effect on individuals."
123,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_46.pdf,The Group’s operating cash flow remained strong at CHF 14.7 billion.,No,0.9,N/A,N/A,N/A,N/A,N/A,The sentence only reports a financial metric (operating cash flow) for 'The Group' without describing any causal interactions between different scales. It's a standalone financial statement with no cross-scale causality.,No,0.98,N/A,N/A,N/A,N/A,N/A,Only one organizational actor (“The Group”) is mentioned with a financial metric; no cross-scale causal influence is described.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph only provides a financial figure for the Group's cash flow without indicating any cross-scale causal interaction.,No,1.0,N/A,N/A,N/A,N/A,N/A,The paragraph describes a financial metric for a single entity ('The Group' - Organizational scale) but does not describe any causal interaction between this entity and an actor at a different scale.
124,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_48.pdf,"In 2014 we delivered strong results in a soft trading environment, building on the good growth of past years. They demonstrate the intrinsic strengths of Nestlé: the commit ment of our people, our global footprint, the strength of our portfolio and the quality of our innovation. While delivering in the short term, we remain focused on our business long term, strengthening the foundations of future growth.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's performance and attributes but lacks explicit causal relationships between different scales. While it mentions 'our people' (Individual) and Nestlé as an organization (Organizational), there are no clear statements showing how one scale causally influences another - only general descriptions of company strengths and performance.",Yes,0.58,"Individual, Organizational",Individual -> Organizational,Individual -> Organizational,Individual: “our people” (employees) are explicitly cited.; Organizational: Nestlé as the firm delivering results and possessing strengths.,"[Individual, Organizational] Employees’ commitment is presented as a core strength of Nestlé, linking individual behavior to organizational capability.","The text links employee commitment (individual) to Nestlé’s strengths (organizational), an explicit cross-scale attribution. The “soft trading environment” is context, not a stated cause, so no environmental link.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé's performance and strategy but lacks explicit cross-scale causal interactions. It focuses on internal strengths and strategic focus without linking different scales.,Yes,1.0,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Individual -> Organizational,Individual -> Organizational,Individual: Refers to 'our people' within Nestlé.; Organizational: Refers to 'we' and 'Nestlé' as a single company.; Environmental and Societal: Refers to the 'soft trading environment'.,"[Individual, Organizational, Environmental and Societal] Individual commitment and the trading environment influenced Nestlé's organizational performance.","The paragraph explicitly describes how the 'soft trading environment' (Environmental and Societal) provided a challenging context for 'Nestlé' (Organizational) to deliver results. Additionally, the 'commitment of our people' (Individual) is identified as a core strength contributing to 'Nestlé's' (Organizational) performance. Three distinct scales were identified, adhering to the limit."
125,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_52.pdf,"The Zone’s organic growth was supported by double-digit growth for Nescafé Dolce Gusto and strong performances in ambient dairy and petcare. In North America growth improved towards the end of the year while in Latin America good growth was helped by pricing, reflecting inflationary pressures.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes business performance metrics and market conditions but lacks explicit causal relationships between actors at different scales. Growth patterns, pricing strategies, and inflationary pressures are mentioned as correlations or contextual factors without clear cross-scale causality.",Yes,0.66,"Environmental and Societal, Organizational",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Environmental and Societal: Inflationary pressures are macroeconomic conditions.; Organizational: Pricing and regional growth are actions/results of the company or its units.,"[Environmental and Societal, Organizational] Inflationary pressures drove company pricing, which aided Latin America growth.","The text explicitly ties pricing to inflationary pressures, establishing a macro-to-organization causal link. Other mentions (brand/category performances supporting a Zone) are intra-organizational, so excluded. Only two clear scales were needed.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes growth and performance metrics but does not explicitly state any cross-scale causal interactions between defined scales.,Yes,1.0,"Organizational, Environmental and Societal",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Refers to 'pricing' as an action taken by a company/business unit ('The Zone' and 'Nescafé Dolce Gusto' are also organizational entities).; Environmental and Societal: Refers to 'inflationary pressures' as a societal/economic factor.,"[Organizational, Environmental and Societal] Inflationary pressures influenced organizational pricing decisions in Latin America.","The paragraph explicitly links 'inflationary pressures' (Environmental and Societal) to 'pricing' (Organizational action). Other interactions, such as 'The Zone's growth supported by Nescafé Dolce Gusto', are intra-organizational and thus not cross-scale. Only two distinct scales were identified."
126,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_52.pdf,"Our performance in North America was affected by the frozen category. Projects are underway to reposition Lean Cuisine, Hot Pockets and Stouffers. They address all elements of the marketing mix, reflecting trends such as organic and ethnic, enhancing the brands’ relevance to consumers. We are taking the same approach in frozen pizza where our California Pizza Kitchen did well. In ice cream the super premium segment performed well with Gelato, and snacks returned to growth, although the premium segment was subdued. In confectionery the successful roll-out of Butterfinger Peanut Butter Cups continued. Innovations like Natural Bliss and seasonal renovations of flavours helped Coffee-mate de liver good growth. Innovation also ensured the petcare busi ness in North America continued to grow with Dog Chow, Pro Plan and Tidy Cats Lightweight cat litter as highlights. The launch of Beyond natural pet food gained momentum.",Yes,0.8,"Organizational, Individual",Individual -> Organizational,Individual -> Organizational,"Organizational: Specific brands (Lean Cuisine, Hot Pockets, California Pizza Kitchen, etc.) and business units repositioning products; Individual: Consumers whose relevance and preferences drive brand repositioning efforts","[Individual, Organizational] Consumer trends drive brand repositioning across multiple product categories",The text explicitly states brands are being repositioned to enhance relevance to consumers by reflecting their trends. This shows clear causality from consumer preferences to organizational brand strategy changes.,Yes,0.74,"Organizational, Inter-Organizational / Sector, Environmental and Societal",Inter-Organizational / Sector -> Organizational | Environmental and Societal -> Organizational,Inter-Organizational / Sector -> Organizational,"Organizational: The company and its brands (Lean Cuisine, Hot Pockets, Stouffers) undertaking projects and reporting performance.; Inter-Organizational / Sector: The 'frozen category' as a market segment influencing firms.; Environmental and Societal: Societal trends such as 'organic' and 'ethnic'.","[Organizational, Inter-Organizational / Sector, Environmental and Societal] Sector category affected company performance, and societal trends drove how the firm designed its marketing projects.","Two explicit cross-scale causal statements are present: the frozen category impacted company performance, and societal trends guided project design. We limited to three scales, excluding Individuals despite mention of consumers.",Yes,0.9,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,"Individual: Consumers are influenced by brand repositioning and product innovations.; Organizational: Brands like Lean Cuisine, Hot Pockets, and Stouffers are organizations making strategic changes.","[Organizational, Individual] Brands repositioning and innovations aim to enhance consumer relevance and drive growth.","The paragraph describes how organizational actions (brand repositioning and product innovations) are intended to influence individual consumers. The focus is on enhancing brand relevance and driving consumer growth, which is a clear cross-scale interaction.",Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Organizational -> Individual,"Individual: Refers to 'consumers'.; Organizational: Refers to 'Projects', 'brands' (Lean Cuisine, Hot Pockets, Stouffers), and the implied company 'We'.; Environmental and Societal: Refers to 'trends such as organic and ethnic'.","[Individual, Organizational, Environmental and Societal] Organizational projects are influenced by societal trends and aim to enhance brand relevance for individual consumers.","The paragraph explicitly describes how 'projects' (Organizational) are 'reflecting trends' (Environmental and Societal), establishing a causal link from E&S to Org. Furthermore, these 'projects' are 'enhancing the brands’ relevance to consumers' (Individual), showing a causal link from Org to Individual. All three identified scales are distinct and directly involved in cross-scale interactions."
