A: Paragraph Index,B: AI: Cross Scale (Consensus),C: Human Agreement with B (Agree/Disagree/Notes),All Models Align,Disagreement Type,Source,Full Paragraph Text,claude4: Interaction Present,claude4: Confidence,claude4: Scales,claude4: Links,claude4: Final Link,claude4: Scale Explanations,claude4: Summary,claude4: Rationale,gpt5: Interaction Present,gpt5: Confidence,gpt5: Scales,gpt5: Links,gpt5: Final Link,gpt5: Scale Explanations,gpt5: Summary,gpt5: Rationale,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Links,4o: Final Link,4o: Scale Explanations,4o: Summary,4o: Rationale,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Links,gemini2.5: Final Link,gemini2.5: Scale Explanations,gemini2.5: Summary,gemini2.5: Rationale
36,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,"Supporting parents is part of Nestlé’s commitment to helping future generations develop their full potential and live healthier lives by providing high-quality, science-driven nutrition for infants and children in the first 1000 days of life.",Yes,0.8,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé as a specific company with commitments and products; Individual: Parents and infants/children as specific people,"[Organizational, Individual] Nestlé supports parents by providing science-driven nutrition for infants and children","Clear causal link where Nestlé (organizational actor) directly influences parents and children (individual actors) through providing nutrition products. Only two scales present, making this straightforward.",Yes,0.73,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: Nestlé is a specific company taking actions.; Individual: Parents, infants, and children are specific people affected.","[Organizational, Individual] Nestlé acts to support parents and provide nutrition to infants/children, directly impacting individuals.","The text explicitly describes Nestlé (an organization) acting on individuals (parents, infants, children). No inter-organizational or societal actors are named, so only two scales are used.",Yes,0.8,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,Individual: Parents and children are specific people.; Organizational: Nestlé is a company.,"[Organizational, Individual] Nestlé influences parents by providing nutrition, impacting individual health.","The paragraph describes Nestlé's actions affecting parents and children, showing a clear organizational to individual influence. No other scales are involved.",Yes,1.0,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: Nestlé is a single company.; Individual: Parents, infants, and children are specific people or informal groups.","[Organizational, Individual] Nestlé (Organizational) supports parents and provides nutrition to infants and children (Individual) to foster their development.",The text explicitly describes Nestlé (Organizational) supporting parents and providing nutrition to infants and children (Individual). This demonstrates a direct causal influence from the Organizational scale to the Individual scale.
39,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Increasingly, science-based innovation enables us to improve the quality of people’s lives with new ideas, products and solutions. We introduced a new lactose free infant formula with probiotic L. reuteri that helps infants recover from diarrhoea. We rolled out new organic fruit purée pouches for infants, combining good nutrition with convenience.",Yes,0.8,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: The company ('We') that introduced and rolled out new products; Individual: Infants and people whose lives are improved by the products,"[Organizational, Individual] Company develops products that directly improve infants' health and people's quality of life","The text explicitly describes how organizational innovation (new products) causally improves individual outcomes (health recovery, quality of life). Only two scales are present with clear causal direction.",Yes,0.83,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: ""We"" introduces and rolls out products, indicating a company actor.; Individual: Infants/people are specific beneficiaries affected by the products.","[Organizational, Individual] The company’s new infant formula helps infants recover, showing organizational action causing individual outcomes.","“We” is an organization acting via product introduction. The text explicitly states the product helps infants recover, a causal organizational-to-individual effect. Abstract “science-based innovation” was excluded as a non-actor.",Yes,0.9,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,Individual: Infants and their health outcomes are mentioned.; Organizational: The organization introducing new products is implied.,"[Organizational, Individual] The organization introduced products that improve infants' health outcomes.","The organization (implied) introduces products affecting individual infants' health. No other scales are explicitly involved, focusing on product impact on individuals.",Yes,1.0,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Refers to 'We' (implied company/organization) introducing products and solutions.; Individual: Refers to 'people' and 'infants' whose lives are improved or who recover from illness.,"[Organizational, Individual] An organization's science-based innovations, like new infant formulas and purées, directly improve the health and quality of life for individuals.","The paragraph explicitly describes an organization (implied 'We') developing and introducing products that directly benefit individuals (people, infants) by improving their health and quality of life. No other distinct scales or cross-scale interactions were identified, as the focus is solely on the company's actions and their direct impact on consumers."
42,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Our expertise in beverage systems ensured a good response from consumers in North America to Nespresso’s new VertuoLine system. By the end of 2014, Nescafé Dolce Gusto, the fastest growing coffee system business in the world, was being sold in more than 70 countries. In Japan we started using humanoid robots to sell Nescafé Dolce Gusto and Nescafé Gold Blend Barista coffee machines.",Yes,0.8,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: Nespresso, Nescafé Dolce Gusto as brands/business units, and the company's beverage systems expertise; Individual: Consumers in North America who responded to the VertuoLine system","[Organizational, Individual] Company expertise drove consumer response to new coffee system","The text explicitly states organizational expertise 'ensured' consumer response, showing clear causality. Other mentions (global sales, robot usage) describe activities without cross-scale causal relationships.",Yes,0.78,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: Brands/companies: Nespresso, Nescafé; 'we' acting as a firm.; Individual: Consumers in North America.","[Organizational, Individual] Org expertise ensured a strong consumer response to Nespresso’s VertuoLine.","The text explicitly states organizational expertise caused a good consumer response, a cross-scale effect. Other mentions (global sales, robots in Japan) describe actions or reach without explicit cross-scale causality.",Yes,0.9,"Individual, Organizational, Inter-Organizational / Sector",Inter-Organizational / Sector -> Individual | Organizational -> Individual,Inter-Organizational / Sector -> Individual,Individual: Consumers in North America are specific people.; Organizational: Nespresso and Nescafé are specific brands.; Inter-Organizational / Sector: Beverage systems expertise implies industry-level knowledge.,"[Inter-Organizational / Sector, Individual, Organizational] Expertise in beverage systems influenced consumer response to Nespresso's VertuoLine system.",The paragraph describes how industry-level expertise in beverage systems (Inter-Organizational) influenced consumer response (Individual). Nespresso's product (Organizational) also directly affected consumers. These are the clearest cross-scale interactions.,Yes,1.0,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,"Individual: Specific people (consumers in North America).; Organizational: Specific companies/brands (Nespresso, Nescafé, 'our expertise', 'we').","[Individual, Organizational] Organizational expertise led to a good response from individual consumers.","The text explicitly describes how organizational expertise causally influenced the response of individual consumers. Other mentions of organizational actions (selling products, using robots) do not explicitly state a causal effect on a different scale actor, only the action itself or market presence. Only two distinct scales were identified."
43,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Across the globe, our petcare business benefited from an in novation pipeline that delivered new products with proven bene fits based on good nutrition.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a petcare business and its innovation pipeline delivering products globally, but no explicit cross-scale causal interactions are described. The text presents outcomes without specifying actors at different scales or their causal relationships.",No,0.89,N/A,N/A,N/A,N/A,N/A,Only intra-organizational effects are described (business benefits from its own innovation pipeline). No explicit causal interaction across different scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a business benefiting from innovation but lacks explicit cross-scale causality between defined scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes an internal success of an 'Organizational' actor (petcare business) benefiting from its own internal processes ('innovation pipeline'). It does not explicitly state any causal influence between actors at different defined scales, nor does it attribute the 'benefits' to a specific actor at another scale."
44,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,Some of these highlights are detailed on the following pages.,No,0.95,N/A,N/A,N/A,N/A,N/A,"This sentence is purely navigational, referring to content organization without identifying any actors or causal relationships between different scales.",No,0.96,N/A,N/A,N/A,N/A,N/A,"The sentence provides no concrete actors, actions, or causal relationships across scales; it's a generic forward reference without content to analyze.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The text does not provide any actors or actions, nor does it describe any cross-scale interactions.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The provided text does not contain any explicit actors or causal relationships between different scales. It is a descriptive statement about content location, lacking the necessary elements for identifying hierarchical cross-scale interactions."
48,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_19.pdf,The strength and breadth of our suite of innovative products and medical solutions has made Nestlé Skin Health a global leader in dermatology.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé Skin Health's market position and product characteristics but contains no explicit causal interactions between different scales. It presents a static description of organizational attributes without showing how actors at different hierarchical levels influence each other.,No,0.84,N/A,N/A,N/A,N/A,N/A,Only an organizational asset affecting the same organization is described; no explicit causal link across different scales is present.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé Skin Health's position in the market but does not explicitly mention any cross-scale causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes the status of a single organization (Nestlé Skin Health) based on its internal attributes (products). No other actors or scales are present, and thus no cross-scale causal interactions are described."
50,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health is supported by five research and development centres around the world in France, Japan, Sweden, Switzerland, and the United States.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph only describes a structural relationship where Nestlé Skin Health has R&D centres in multiple locations. No explicit causal influence between different scales is described - it's purely descriptive of organizational structure without cross-scale interactions.,No,0.87,N/A,N/A,N/A,N/A,N/A,"Only organizational actors are described (Nestlé Skin Health and its R&D centres). Countries are mere locations, and no cross-scale causal influence is stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes the presence of research centers but does not explicitly state any cross-scale causal interactions between different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes an internal organizational structure (Nestlé Skin Health supported by its R&D centers), which is a same-scale interaction. No explicit causal influence between different scales is present."
51,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_21.pdf,"The skin is the largest organ in the human body and it is responsible for safeguarding our health. Because our skin is our interface with the world, healthy skin leads to improved well-being.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses biological functions and health outcomes but contains no identifiable actors at the defined scales (Individual, Organizational, Inter-Organizational, Environmental/Societal) that causally influence each other. It describes anatomical and physiological relationships rather than hierarchical interactions between social or organizational entities.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses biological effects within an individual (skin and well-being) and does not reference any organizational or societal actors. No explicit cross-scale causal interaction is described.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses the role of skin in health but does not describe any cross-scale interactions involving different actors.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes interactions solely within the 'Individual' scale, focusing on the relationship between an individual's skin health and their overall well-being. No explicit causal links between different defined scales were identified."
52,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_21.pdf,"Given the importance of skin in each of our daily lives, Nestlé Skin Health’s focus on science-based solutions is a way to enhance the quality of people’s lives.",Yes,0.8,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé Skin Health is a specific company/organization; Individual: People refers to individual consumers/users,"[Organizational, Individual] Company's solutions enhance individual quality of life","The text explicitly states that Nestlé Skin Health's focus on science-based solutions enhances people's quality of life, showing clear organizational-to-individual causality. Only two scales are present, making the analysis straightforward.",Yes,0.82,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé Skin Health is a single company/unit.; Individual: “People’s lives” refers to individual persons.,"[Organizational, Individual] Nestlé Skin Health’s science-focused approach is said to improve individuals’ quality of life.","The organization’s stated focus is claimed to causally enhance individuals’ lives. No other concrete actors or scales are specified; “importance of skin” is context, not an actor.",Yes,0.8,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,Individual: Refers to 'people's lives' which are impacted.; Organizational: Refers to 'Nestlé Skin Health' as an organization.,"[Organizational, Individual] Nestlé Skin Health's science-based solutions aim to enhance individual lives.",The paragraph describes how Nestlé Skin Health (Organizational) impacts individuals by enhancing their quality of life. No other scales are present.,Yes,1.0,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: Nestlé Skin Health is a specific company/brand.; Individual: Refers to 'people' in general.,"[Organizational, Individual] Nestlé Skin Health's organizational focus on science-based solutions enhances the quality of individuals' lives.","The paragraph explicitly states that Nestlé Skin Health (Organizational) through its focus, directly influences and enhances the quality of people's lives (Individual). This establishes a clear causal link between these two distinct scales."
54,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_21.pdf,We look at our skin and it influences our self-view and well-being. Other people look at our skin and it shapes their perception of who we are.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes individual-level interactions only: people looking at skin (their own or others') and forming perceptions. All actors are individuals affecting other individuals' self-view and perceptions. No cross-scale hierarchical causality is present.,No,0.95,N/A,N/A,N/A,N/A,N/A,"All actors are individuals (“we,” “other people”). No organizations, inter-organizational systems, or societal/environmental entities are involved; thus no cross-scale causality.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes individual perceptions and interactions without involving any organizational or societal scales. No cross-scale causality is present.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes interactions solely within the 'Individual' scale (e.g., an individual's skin influencing their self-view, or other individuals' perceptions). No explicit causal links between different defined scales are present."
56,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_22.pdf,"The importance of the right nutrition and feeding practices during the first 1000 days of life, from conception to a child’s second birthday, is now widely accepted by the public health community. Our Start Healthy Stay Healthy programme is dedicated to supporting mothers and caregivers to get nu trition right in the first 1000 days. Good nutrition is crucial for health, growth and development, and establishing the right feeding practices in early childhood also supports the establishment of good eating habits.",Yes,0.8,"Individual, Organizational, Environmental and Societal",Organizational -> Individual,Organizational -> Individual,"Individual: Mothers, caregivers, and children receiving nutrition support; Organizational: Start Healthy Stay Healthy programme as a specific organizational initiative; Environmental and Societal: Public health community representing societal-level health systems and norms","[Organizational, Individual] Programme supports mothers and caregivers with early childhood nutrition practices","The text explicitly states the programme supports individual mothers and caregivers. While the public health community's acceptance is mentioned, no direct causal influence on other scales is described, only contextual background.",Yes,0.74,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: The 'Start Healthy Stay Healthy programme' is a formal program of an organization.; Individual: Mothers and caregivers are specific people.,"[Organizational, Individual] The Start Healthy Stay Healthy programme supports mothers and caregivers to improve nutrition in early life.","Explicit wording shows the organizational program providing support to individuals. The public health community’s acceptance is noted but no causal cross-scale link is stated, so it is excluded.",Yes,0.8,"Individual, Organizational, Environmental and Societal",Organizational -> Individual | Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Individual: Mothers and caregivers are specific people.; Organizational: The Start Healthy Stay Healthy programme is an organization.; Environmental and Societal: The public health community represents societal-level systems.,"[Individual, Organizational, Environmental and Societal] The programme supports individuals, influenced by societal acceptance of nutrition's importance.","The paragraph describes how the public health community's acceptance (societal) influences the programme (organizational), which in turn supports individuals. These are clear cross-scale interactions.",Yes,1.0,"Individual, Organizational, Environmental and Societal",Organizational -> Individual,Organizational -> Individual,"Individual: Refers to 'mothers and caregivers', specific people.; Organizational: Refers to 'Our Start Healthy Stay Healthy programme', a specific program run by an organization.; Environmental and Societal: Refers to the 'public health community', representing a broad societal system or consensus.","[Individual, Organizational] The Start Healthy Stay Healthy programme supports mothers and caregivers to improve nutrition practices during early childhood.","The paragraph explicitly describes a causal link where an Organizational actor (the programme) supports Individual actors (mothers and caregivers). While the 'public health community' (Environmental and Societal) is mentioned, its role is descriptive (accepting importance) rather than causally influencing another scale in the text. Only one direct cross-scale interaction was identified."
59,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_22.pdf,We market our breast-milk substitutes in line with the aims and principles of the World Health Organization’s International Code of Marketing of Breast-Milk Substitutes as imple mented by governments. Our marketing standards are the strictest in the industry. We are the only breast-milk substitute manufacturer to be included in the FTSE4Good responsible investment index (see the Nestlé in society report).,Yes,0.85,"Organizational, Environmental and Societal, Inter-Organizational / Sector",Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Nestlé as a specific company with marketing practices; Environmental and Societal: WHO and governments setting regulatory frameworks; Inter-Organizational / Sector: FTSE4Good index and industry-wide standards,"[Environmental and Societal, Organizational] WHO/government regulations guide company marketing standards","The text explicitly states Nestlé markets 'in line with' WHO Code as implemented by governments, showing clear regulatory influence on corporate behavior. FTSE4Good inclusion represents recognition rather than causal influence.",Yes,0.76,"Organizational, Environmental and Societal",Organizational -> Environmental and Societal | Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: The company ('we') and the World Health Organization are single organizations.; Environmental and Societal: Governments are societal-level public institutions.,"[Organizational, Environmental and Societal] Governments implement WHO’s code, and the company aligns its marketing with that government-implemented standard.","The text explicitly notes governments implement WHO’s code and that the company follows that government-implemented code, forming two cross-scale causal links. Other claims (industry strictest, FTSE4Good) lack explicit cross-scale causality.",Yes,0.9,"Organizational, Environmental and Societal, Inter-Organizational / Sector",Environmental and Societal -> Organizational | Organizational -> Inter-Organizational / Sector,Environmental and Societal -> Organizational,Organizational: Nestlé as a company marketing breast-milk substitutes.; Environmental and Societal: Governments implementing WHO's code.; Inter-Organizational / Sector: FTSE4Good responsible investment index as a sector-level recognition.,"[Environmental and Societal, Organizational, Inter-Organizational / Sector] Governments' implementation of WHO's code influences Nestlé's marketing, leading to FTSE4Good inclusion.","The paragraph describes how government actions (Environmental and Societal) influence Nestlé's marketing (Organizational), which in turn affects its recognition in the FTSE4Good index (Inter-Organizational / Sector). These are clear cross-scale interactions.",Yes,1.0,"Organizational, Environmental and Societal",Organizational -> Environmental and Societal | Environmental and Societal -> Organizational | Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Organizational: Refers to 'We' (the company) and the World Health Organization (WHO) as a UN body.; Environmental and Societal: Refers to 'governments' and the 'FTSE4Good responsible investment index' (capital markets/norms).,"[Organizational, Environmental and Societal] The company's marketing is shaped by government implementation of WHO codes, and its reputation is influenced by a societal investment index.","The analysis identified two distinct scales: Organizational (company, WHO) and Environmental and Societal (governments, FTSE4Good). Links show WHO influencing governments, and both governments and the FTSE4Good index influencing the company's practices and recognition. All identified interactions explicitly describe cross-scale causality."
60,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_22.pdf,"We firmly believe that breastfeeding is best for babies and fully support the World Health Organization’s recommendation on breastfeeding. We also provide a conducive environment for our employees to breastfeed, such as through flexible work arrangements.",Yes,0.8,"Organizational, Individual, Environmental and Societal",Organizational -> Individual,Organizational -> Individual,Organizational: The company ('We') providing flexible work arrangements; Individual: Employees who breastfeed; Environmental and Societal: World Health Organization as a global health authority,"[Organizational, Individual, Environmental and Societal] Company supports employee breastfeeding through flexible arrangements",The organization directly influences individual employees by providing supportive breastfeeding policies. WHO represents societal-level guidance but doesn't show explicit causal interaction with other scales in this text.,Yes,0.73,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,Organizational: The company ('We') sets workplace policies/supports WHO recommendations.; Individual: Employees are specific people affected by workplace arrangements.,"[Organizational, Individual] The company’s flexible work policies create conditions for employees to breastfeed.","The organization explicitly alters work conditions that affect employees’ ability to breastfeed. While WHO is mentioned, it is another organization and no cross-scale causality with it is stated, so only Org->Individual is included.",Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Individual: Employees who are breastfeeding.; Organizational: The organization providing flexible work arrangements.; Environmental and Societal: The World Health Organization's recommendations.,"[Environmental and Societal, Organizational, Individual] WHO's breastfeeding recommendation influences the organization, which in turn supports employees with flexible work.",N/A,Yes,1.0,"Individual, Organizational",Organizational -> Individual,Organizational -> Individual,Individual: Refers to 'employees' who are specific people.; Organizational: Refers to 'We' (the company) and 'World Health Organization' as a single organization/body per protocol.,"[Individual, Organizational] The organization provides a supportive environment for its employees to breastfeed.","Only one cross-scale link was identified where the Organizational actor ('We') causally influences Individual actors ('employees'). The interaction between 'We' and the 'World Health Organization' was classified as same-scale (Organizational -> Organizational) based on the protocol's definition of UN bodies, thus excluded."
65,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_23.pdf,"Around age seven a dog’s glucose metabolism in the brain begins to change, which can affect memory, learning, awareness or decision-making. Our scientists have discovered that medium chain triglycerides (MCTs) in certain botanical oils can be used as an additional alternative source of energy for the brain in these ageing dogs.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes biological processes in aging dogs and scientific discoveries about MCTs, but contains no actors operating at different organizational scales. All content relates to biological/physiological phenomena without cross-scale interactions between individuals, organizations, or societal systems.",No,0.74,N/A,N/A,N/A,N/A,N/A,"The text describes biological changes within individual dogs and a discovery by scientists, but no explicit causal influence across different scales is stated (e.g., no organization acting on individuals or society).",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses biological processes and scientific findings without involving actors from different scales interacting causally.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes an internal biological process within individual dogs and a discovery made by scientists (representing an organization). While the discovery pertains to a potential benefit for dogs, the act of discovery itself does not constitute an explicit causal influence from the organizational scale to the individual scale, nor vice-versa. No actor at one scale is described as directly influencing or being influenced by an actor at another scale."
69,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_23.pdf,"This task, for an older dog, tests its mental capabilities.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a testing scenario involving a dog but contains no concrete actors at defined scales or explicit causal interactions between different hierarchical levels.,No,0.9,N/A,N/A,N/A,N/A,N/A,"Only an individual actor (an older dog) is implied; no organizational, inter-organizational, or societal actor is present. No explicit cross-scale causal influence is described.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a task for an individual dog, with no explicit cross-scale interaction involving other defined scales.",No,0.0,N/A,N/A,N/A,N/A,N/A,"No paragraph was provided for analysis, therefore no hierarchical cross-scale interactions could be identified."
70,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_25.pdf,"We understand the need for good nutrition to live healthily, so it’s imperative that pet owners are aware of similar nutritional breakthroughs available for their pets that help slow the changes associated with ageing.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses general nutritional concepts and pet owner awareness but contains no explicit causal relationships between actors at different scales. It presents recommendations without describing specific cross-scale interactions.,No,0.63,N/A,N/A,N/A,N/A,N/A,"Only individuals (pet owners) are mentioned; other elements (breakthroughs, pets) are not mappable actors. No explicit cross-scale causal influence is stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses the importance of nutrition for pets but does not describe any explicit cross-scale causal interactions between defined scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses individual understanding and the imperative for individual awareness of nutritional breakthroughs. However, it does not explicitly identify actors at different scales that causally influence each other. The 'nutritional breakthroughs' are presented as an object of awareness, not an actor at a defined scale causing an effect, and no other scales are explicitly mentioned as actors."
75,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_26.pdf,"In the Nestlé in society report we detail our progress towards meeting our 38 Creating Shared Value commitments (including three new ones for 2014). These commitments, which we introduced in 2013, make it possible for stakeholders to hold us accountable, while at the same time encouraging our management, and all our employees, to achieve continuous improvement. Creating Shared Value requires compliance with the highest standards of business practice, including international codes and standards as well as our own.",Yes,0.8,"Organizational, Individual",Organizational -> Individual,Organizational -> Individual,"Organizational: Nestlé as a company with its commitments, management systems, and business practices; Individual: Management and employees who are encouraged to achieve continuous improvement","[Organizational, Individual] Nestlé's commitments encourage employees toward continuous improvement","The text explicitly states that Nestlé's organizational commitments encourage management and employees (individuals) to achieve continuous improvement, showing clear top-down influence. Only two scales are present in this corporate reporting context.",Yes,0.67,"Organizational, Environmental and Societal, Individual",Organizational -> Environmental and Societal | Environmental and Societal -> Organizational | Organizational -> Individual,Organizational -> Environmental and Societal,Organizational: Nestlé and its 'Creating Shared Value' commitments are actions of one company.; Environmental and Societal: Stakeholders as a societal community; international codes/standards are societal norms.; Individual: Management and employees are specific people within the organization.,"[Organizational, Environmental and Societal, Individual] Nestlé’s commitments enable stakeholder accountability and motivate managers/employees, linking society’s oversight with company actions.",The text explicitly ties Nestlé’s commitments to enabling stakeholder accountability (Org->E&S) and encouraging managers/employees (Org->Ind). It also states stakeholders hold the company accountable (E&S->Org). We limit to these three scales; external codes are noted but not a separate causal link.,Yes,0.9,"Individual, Organizational, Environmental and Societal",Environmental and Societal -> Organizational | Organizational -> Individual,Environmental and Societal -> Organizational,Individual: Employees and management are specific people within Nestlé.; Organizational: Nestlé as a company is an organization.; Environmental and Societal: International codes and standards represent societal-level systems.,"[Individual, Organizational, Environmental and Societal] International standards influence Nestlé, which in turn encourages its employees to improve.","The paragraph describes how international standards (societal) influence Nestlé (organizational), which then impacts its employees (individual). These are clear cross-scale interactions.",Yes,1.0,"Individual, Organizational, Environmental and Societal",Organizational -> Individual | Environmental and Societal -> Organizational,Environmental and Societal -> Organizational,Individual: Refers to 'employees' as specific people within the organization.; Organizational: Refers to 'Nestlé' and its 'management' and 'commitments' as a single company entity.; Environmental and Societal: Refers to 'international codes and standards' as societal-level norms/regulations.,"[Individual, Organizational, Environmental and Societal] Nestlé's organizational commitments influence its individual employees, while international societal standards dictate the organization's compliance.","Two distinct hierarchical cross-scale links were identified. Nestlé's organizational commitments directly influence its individual employees. Additionally, the organization is explicitly influenced by environmental and societal-level international codes and standards, which require its compliance. The term 'stakeholders' was excluded due to its ambiguity in mapping to a single, concrete scale as per protocol."
77,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_26.pdf,"Our Creating Shared Value approach focuses the business on the long term, where the success of society and economic activity are intertwined and mutually reinforcing.",No,0.8,N/A,N/A,N/A,N/A,N/A,The text describes a general business philosophy about society and economic activity being 'intertwined and mutually reinforcing' but lacks concrete actors or explicit causal mechanisms. No specific cross-scale interactions are detailed.,No,0.83,N/A,N/A,N/A,N/A,N/A,The sentence is generic and lacks explicit causal actions between scales. It mentions society and economic activity as intertwined but gives no concrete cross-scale influence involving the business.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses abstract concepts without identifying specific actors or explicit cross-scale causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a business approach and a general relationship between society and economic activity as 'intertwined and mutually reinforcing.' However, it does not explicitly state a causal influence from an actor at one defined scale to an actor at another defined scale, which is required by the protocol."
