A: Paragraph Index,B: AI: Cross Scale (Consensus),C: Human Agreement with B (Agree/Disagree/Notes),All Models Align,Disagreement Type,Source,Full Paragraph Text,claude4: Interaction Present,claude4: Confidence,claude4: Scales,claude4: Links,claude4: Final Link,claude4: Scale Explanations,claude4: Summary,claude4: Rationale,gpt5: Interaction Present,gpt5: Confidence,gpt5: Scales,gpt5: Links,gpt5: Final Link,gpt5: Scale Explanations,gpt5: Summary,gpt5: Rationale,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Links,4o: Final Link,4o: Scale Explanations,4o: Summary,4o: Rationale,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Links,gemini2.5: Final Link,gemini2.5: Scale Explanations,gemini2.5: Summary,gemini2.5: Rationale
23,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_14.pdf,"We are carrying out large-scale studies together with lead ing scientists of children’s diet and lifestyles, based on the success of the Nestlé Feeding Infants and Toddlers Study. In addition to dietary intakes and behaviours, our research explores family dynamics around diets and key lifestyle patterns of children while documenting their height and weight. We use this data to support our product reformulation, consumer communication and educational programmes, and we share the results with the wider scientific community, non-governmental organisations and others.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's research activities and data usage but lacks explicit spatial actors or cross-scale causal relationships. While the company operates globally, no specific geographical scales or their interactions are mentioned in the text.",Yes,0.63,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific -> Transnational / Cross-border,Local / Site-specific -> Transnational / Cross-border,"Local / Site-specific: Data on family dynamics, children's diets, behaviours, height and weight.; Transnational / Cross-border: A multinational company ('we') reformulates products and runs programmes; shares with wider scientific community and NGOs.","[Local / Site-specific, Transnational / Cross-border] Local family/child diet and growth data is used by a multinational to reformulate products and design programmes.",Local-level data from families/children explicitly informs a transnational firm's product and programme decisions. No other scales are explicitly linked causally in the text.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes research activities and data sharing but does not explicitly mention any cross-scale causal interactions between actors at different spatial scales.,Yes,0.8,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: Nestlé's 'large-scale studies' and sharing with the 'wider scientific community' indicate a multi-country scope.; Local / Site-specific: 'Educational programmes' are typically implemented in specific communities, schools, or facilities.","[Transnational / Cross-border, Local / Site-specific] Data from large-scale transnational studies informs and supports local educational programs.","The paragraph describes Nestlé (Transnational) conducting large-scale studies. The data from these studies is explicitly used to support 'educational programmes,' which are typically implemented at a Local / Site-specific level. This establishes a clear causal link between these two distinct spatial scales."
24,Yes,,Yes,Unanimous,Nestle_Annual_Report_2014_page_14.pdf,"We ensure global compliance with responsible advertising and marketing standards for children, abiding by external pledges such as the EU Pledge. At the end of 2014, the Ex ecutive Board approved an updated and strengthened Nestlé Marketing Communication to Children Policy, which will come into effect in December 2015. To ensure consistent and effective implementation, detailed internal guidelines have been developed and external stakeholders are encouraged to provide feedback via our Tell us reporting mechanism. We have phased out our marketing communication in schools and reinforced our health and wellness education activities, particularly those that positively impact children’s development and support governments’ goals to increase physical activity.",Yes,0.8,"National, Transnational / Cross-border",Transnational / Cross-border -> National,Transnational / Cross-border -> National,National: governments' goals to increase physical activity - refers to country-level policy objectives; Transnational / Cross-border: EU Pledge and global compliance standards - multi-country regulatory frameworks,"[Transnational / Cross-border, National] Global compliance standards influence support for national government physical activity goals","The text shows how transnational regulatory frameworks (EU Pledge, global standards) shape corporate activities that support national government objectives. Only two scales are clearly present with explicit causal connection.",Yes,0.66,"Local / Site-specific, National",Local / Site-specific -> National,Local / Site-specific -> National,Local / Site-specific: References to schools and local health and wellness education activities.; National: Mentions 'governments’ goals to increase physical activity.',"[Local / Site-specific, National] Local education activities are stated to support governments’ goals to increase physical activity.","The text explicitly states local activities support governments’ goals, forming a Local-to-National causal link. Other elements (EU Pledge, corporate policy) lack explicit cross-scale causality.",Yes,0.9,"Local / Site-specific, Transnational / Cross-border, National",Transnational / Cross-border -> National | National -> Local / Site-specific,"Transnational / Cross-border -> National, National -> Local / Site-specific",Local / Site-specific: Marketing communication in schools and health activities.; Transnational / Cross-border: EU Pledge as a multi-country initiative.; National: Support governments' goals to increase physical activity.,"[Transnational / Cross-border, National, Local / Site-specific] EU Pledge influences national policies, which in turn affect local school activities.",N/A,Yes,1.0,"Transnational / Cross-border, Local / Site-specific, National / Sub-national",Transnational / Cross-border -> Local / Site-specific | Transnational / Cross-border -> Local / Site-specific | Local / Site-specific -> National / Sub-national,"Transnational / Cross-border -> Local / Site-specific, Local / Site-specific -> National / Sub-national","Transnational / Cross-border: Nestlé's 'global compliance' and 'EU Pledge' indicate a transnational scope, with its 'Executive Board' approving a company-wide policy.; Local / Site-specific: 'marketing communication in schools' and 'health and wellness education activities' are actions implemented at specific local sites.; National / Sub-national: 'governments’ goals to increase physical activity' refers to objectives set by national or sub-national governmental bodies.","[Transnational / Cross-border, Local / Site-specific, National / Sub-national] Nestlé's transnational policies directly influence local marketing and education activities, which in turn support national government goals.","The paragraph explicitly details how Nestlé's transnational policies lead to changes in local operations (marketing in schools, education activities). Furthermore, these local activities are stated to support national/sub-national government objectives, forming a clear cross-scale causal chain."
25,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_14.pdf,"By the end of 2014 the Nestlé Healthy Kids programme was in 73 countries, supporting initiatives which demonstrate how appropriate nutrition and exercise can improve the health of children and their communities. In addition, our own studies in four countries have shown that two thirds of children are insufficiently hydrated when they arrive at school. In 2014 we provided tools and information that schools, parents and caregivers need to ensure children learn about the benefits of healthy hydration.",Yes,0.8,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border: Nestlé programme operating across 73 countries globally; Local / Site-specific: Individual schools receiving tools and information,"[Transnational / Cross-border, Local / Site-specific] Global Nestlé programme provides nutrition tools directly to individual schools.","The text explicitly states Nestlé's 73-country programme provided tools to schools, creating a clear transnational-to-local link. The four-country studies inform but don't create additional cross-scale interactions.",Yes,0.73,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: Nestlé Healthy Kids operated in 73 countries and provided tools/information.; Local / Site-specific: Schools, parents, caregivers, and children’s communities are local actors.","[Transnational / Cross-border, Local / Site-specific] A cross-country Nestlé program supported initiatives and gave tools to schools/parents, directly shaping local child health learning.","Nestlé’s multi-country program is transnational; schools/communities are local. The text explicitly links transnational actions (support, tools) to local actors’ behavior and outcomes; no other scales are explicitly engaged.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes actions at a transnational scale but lacks explicit causal links between different spatial scales.,Yes,1.0,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific | Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: Nestlé Healthy Kids programme operates in 73 countries; Nestlé's studies are in four countries, indicating multi-country operations.; Local / Site-specific: Initiatives improve health of children and their communities; children arrive at school; schools, parents and caregivers operate at this level.","[Transnational / Cross-border, Local / Site-specific] Nestlé's transnational programs and provision of resources directly influence local initiatives and actors like schools and parents.",The paragraph explicitly details Nestlé's transnational program supporting local initiatives and its global entity providing tools to local actors. These actions demonstrate clear causal links from the transnational scale to the local scale.
26,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_14.pdf,"United for Healthier Kids is a platform, created by Nestlé in 2014, where society can engage and collaborate to find ways to improve the health and wellness of children, from conception to the age of 12 years. In Mexico, a TV series was launched which supports and encourages five families looking to change their eating and lifestyle habits over six months. The platform has also been launched in the Philippines.",Yes,0.8,"Transnational / Cross-border, National",Transnational / Cross-border -> National,Transnational / Cross-border -> National,Transnational / Cross-border: Nestlé's United for Healthier Kids platform operates across multiple countries; National: TV series launched specifically in Mexico and platform launched in the Philippines,"[Transnational / Cross-border, National] Nestlé's global platform launches country-specific health programs in Mexico and Philippines.",The link shows Nestlé's transnational platform explicitly creating national-level implementations. Only two scales are clearly present in the text.,Yes,0.73,"Transnational / Cross-border, National, Local / Site-specific",National -> Local / Site-specific | Transnational / Cross-border -> National,National -> Local / Site-specific,Transnational / Cross-border: United for Healthier Kids platform created by Nestlé spans multiple countries.; National: Actions specified in Mexico and the Philippines.; Local / Site-specific: Five families in Mexico targeted by the TV series.,"[Transnational / Cross-border, National, Local / Site-specific] A country-level TV series in Mexico supports five families, and a cross-border platform is launched at the national level in the Philippines.",The Mexico TV series explicitly supports local families (national to local). The platform’s launch in the Philippines shows a transnational initiative implemented at a national scale; no explicit chain links both cases.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes initiatives in specific countries but does not explicitly show causal interactions between different spatial scales.,Yes,1.0,"Local / Site-specific, National, Transnational / Cross-border",National -> Local / Site-specific | Transnational / Cross-border -> National,"Transnational / Cross-border -> National, National -> Local / Site-specific","Local / Site-specific: Refers to 'five families' changing their habits.; National: Refers to 'Mexico' and 'Philippines' as countries, and a 'TV series' within Mexico.; Transnational / Cross-border: Refers to the 'United for Healthier Kids' platform, created by Nestlé, launched in multiple countries.","[Local / Site-specific, National, Transnational / Cross-border] A transnational platform is launched nationally, and a national TV series influences local families.",The paragraph explicitly describes a transnational platform being launched at the national level in the Philippines. It also details a national TV series in Mexico directly influencing local families' habits. These represent clear cross-scale causal interactions.
27,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_14.pdf,"Through innovation and renovation we continue to make our products tastier and healthier. In line with the recommendations from public health authorities, we are reducing the amount of salt, sugar and saturated fats in our products as part of our contribution towards the fight against non-communicable diseases in society. Our reduction targets are in cluded in our public nutrition commitments (detailed in the Nestlé in society report) so our progress can be measured. We are also ensuring that whole grains are the primary ingredient in our breakfast cereals for children and teenagers.",Yes,0.8,"Local / Site-specific, National",National -> Local / Site-specific,National -> Local / Site-specific,Local / Site-specific: Company's specific product reformulation activities and manufacturing processes; National: Public health authorities providing recommendations that guide company actions,"[National, Local / Site-specific] Public health authorities guide company product reformulation efforts","National public health authorities explicitly provide recommendations that causally influence the company's local product development activities. The company states they are acting 'in line with' these recommendations, showing clear cross-scale influence.",No,0.66,N/A,N/A,N/A,N/A,N/A,"The text cites “public health authorities” influencing company actions, but provides no explicit geographic scale (local, regional, national, or transnational) for either actor.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes internal company actions and commitments without explicit cross-scale interactions involving different spatial actors.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a transnational company's internal actions and commitments. While 'public health authorities' are mentioned as an influence, their specific spatial scale is not explicitly defined, preventing the identification of a clear cross-scale actor. 'Society' is too abstract to be mapped to a specific spatial scale actor."
28,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_14.pdf,"We want to help people who buy our products to make informed decisions by giving them better nutritional information on our product labels. We are enhancing our portion guidance and have committed to print GDAs (Guideline Daily Amounts) on the front of all relevant packaging. These make it easier for people to see how much salt, sugar or fat is in the product, and how the amounts compare to reference daily guidelines. Nestlé Portion Guidance is a voluntary initiative",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's product labeling initiative but contains no explicit spatial actors or geographical references. While the company operates across scales, no specific locations, regions, or cross-scale causal relationships are mentioned in this text.",No,0.78,N/A,N/A,N/A,N/A,N/A,"The text describes a company's voluntary labeling initiative and its effects on consumers but does not specify any cross-scale actors (e.g., national regulators) or explicit causal interactions across scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses a company initiative without explicit cross-scale interactions involving different geographical actors.,Yes,1.0,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific | Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border -> Local / Site-specific, Transnational / Cross-border -> Local / Site-specific","Transnational / Cross-border: Refers to 'We' (Nestlé), a global company implementing a 'voluntary initiative' across multiple countries.; Local / Site-specific: Refers to 'product labels,' 'packaging,' and 'people who buy our products' (consumers) at specific points of sale/consumption.","[Transnational / Cross-border, Local / Site-specific] Nestlé's transnational initiative to provide nutritional information on product labels directly influences local packaging and consumer decision-making.",The paragraph explicitly states Nestlé's (Transnational) commitment to print GDAs on packaging (Local) and its goal to help local consumers make informed decisions. These represent direct causal influences from a global corporate policy to local implementation and impact.
29,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,"that bridges the gap between dietary recommendations and more user-friendly information to promote the right portion size. It is designed to help reframe portion norms, particularly in energy dense categories where habitual servings have increased over time.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses dietary recommendations and portion size information in abstract terms without identifying any concrete spatial actors or locations. No geographical scales or cross-scale interactions are present.,No,0.94,N/A,N/A,N/A,N/A,N/A,No geographic actors or explicit cross-scale causal influence is stated; the text is generic about recommendations and portion norms.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph lacks explicit actors with spatial relevance and does not describe any cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses dietary recommendations and portion norms without identifying any explicit actors or actions that can be mapped to specific spatial scales, nor does it describe any causal interactions between different geographical scales."
30,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_15.pdf,"In parts of the world where people find it difficult to get essential vitamins and minerals in their daily diets, we fortify foods to help them and their families stay healthy. We are on track to deliver our commitment of 200 billion servings of micronutrient fortified foods and beverages annually around the world by next year. In 2014 we continued to extend the reach of our microfortification programmes, focusing on categories for children and women of child-bearing age, such as fortified infant cereals and growing-up milks.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a global food fortification program but lacks explicit causal interactions between different spatial scales. While it mentions delivery 'around the world' and program extension, no specific actors at different scales are shown influencing each other.",Yes,0.66,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific -> Transnational / Cross-border | Transnational / Cross-border -> Local / Site-specific,Local / Site-specific -> Transnational / Cross-border,Local / Site-specific: “parts of the world where people find it difficult to get essential vitamins and minerals” refers to local populations/places.; Transnational / Cross-border: “200 billion servings … annually around the world” indicates a company acting globally.,"[Local / Site-specific, Transnational / Cross-border] Local nutrient deficits prompt a global firm to fortify foods, which in turn aims to improve local family health.",The text explicitly ties local nutritional shortfalls to a global company’s fortification actions and states those actions aim to help local families. Only Local and Transnational scales are needed and evidenced.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a global initiative but lacks explicit cross-scale causal interactions between different spatial scales.,Yes,1.0,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border: The actor 'We' operates 'around the world' and delivers 'annually around the world'.; Local / Site-specific: Refers to 'people' and 'families' in their 'daily diets' and 'stay healthy'.,"[Transnational / Cross-border, Local / Site-specific] A transnational entity fortifies foods globally, directly impacting the health of local populations.",The text explicitly links the transnational action of food fortification by 'we' to the health benefits for 'people and their families' at the local scale. No other explicit cross-scale interactions are present.
31,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,"Nestlé scientists at the Product Technology Centre in Singen, Germany, are working to reduce the amount of salt in Maggi Tomato Mozzarella Soup by enhancing other flavours.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes only local-scale activities (scientists at a specific facility in Singen, Germany working on product development). No cross-scale interactions are present as there are no actors or actions at different spatial scales influencing each other.",No,0.86,N/A,N/A,N/A,N/A,N/A,"Only a local actor (scientists at a facility in Singen) is described. No explicit causal link to regional, national, or transnational actors is stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a local action by Nestlé scientists in Germany without any explicit cross-scale interaction with other spatial scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes an action occurring entirely within a single local facility (Nestlé Product Technology Centre in Singen, Germany), with no explicit causal links to or from other spatial scales."
32,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,"Finding ways to help children, like these in Brazil, to be more active and to make healthy eating choices helps them achieve and maintain a healthy body weight.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph mentions children in Brazil but provides no actors or actions at different spatial scales that causally influence each other. It only describes a general health principle without specifying any cross-scale interactions.,No,0.94,N/A,N/A,N/A,N/A,N/A,"The sentence is generic and lacks concrete actors or explicit cross-scale causality. Brazil is only a location descriptor; no national, regional, or local actor influences another scale.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses general health strategies for children in Brazil without specifying any cross-scale interactions or actors at different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a general principle about helping children achieve a healthy weight, with 'Brazil' providing a geographical context for the children. However, it does not identify explicit actors at different spatial scales that causally influence each other. The 'ways to help' are not attributed to a specific actor or scale that then interacts with another distinct scale."
33,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,This label from Italy gives detailed information about the contents of a recommended portion made with 13.5g of Nestlé Nesquik and 200ml of milk.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph only describes product labeling information without any actors taking actions that cross spatial scales. No causal interactions between different geographical levels are present.,No,0.78,N/A,N/A,N/A,N/A,N/A,The sentence mentions a label from Italy but no actor at another scale is causally linked to it. No explicit cross-scale influence is described.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a product label from Italy, but it does not mention any cross-scale interactions involving different geographical actors.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a label from Italy providing information about a product. While 'Italy' is a national scale, there are no explicit actors or actions at different spatial scales that causally influence each other. The text merely states the origin of the label and its content, without describing any cross-scale interactions."
34,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,"Nestlé aims to support parents with the information they need to make the most informed decisions about their children’s health and eating habits, such as the importance of regular consumption of fruits and vegetables, and of exercise.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's general corporate aim to provide health information to parents, but contains no spatial actors or geographical references. No cross-scale interactions exist as there are no identifiable spatial scales involved.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit geographic scales or cross-scale causal influence are stated; Nestlé and “parents” are not mapped to a defined spatial scale in the text.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's aim to support parents, but it does not specify any cross-scale interactions or causal influences between different spatial scales.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a general aim of a company but does not explicitly state a causal interaction or influence between actors at different spatial scales. The phrasing 'aims to support' indicates intent rather than an explicit, ongoing, or completed causal link."
35,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,We believe getting it right early in life pays big dividends in terms of health and well-being throughout life.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses a general belief about early life interventions and their long-term benefits, but contains no concrete actors, specific geographical locations, or spatial scales that could interact causally.",No,0.95,N/A,N/A,N/A,N/A,N/A,No spatial actors or scales are mentioned; there is no explicit cross-scale causal link.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses a general belief about early life impacts on health without mentioning specific actors or spatial scales, thus no cross-scale interaction is present.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses a general belief about life outcomes without mentioning any specific geographical locations, actors, or causal interactions across different spatial scales. Therefore, no cross-scale links can be identified."
36,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,"Supporting parents is part of Nestlé’s commitment to helping future generations develop their full potential and live healthier lives by providing high-quality, science-driven nutrition for infants and children in the first 1000 days of life.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé's general corporate commitment and nutrition philosophy without identifying specific spatial actors or locations. No concrete geographical entities or cross-scale causal relationships are mentioned.,No,0.48,N/A,N/A,N/A,N/A,N/A,The sentence describes Nestlé’s general support for parents and children but provides no explicit geographic scale or cross-scale causal linkage.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not mention any specific geographical scales or cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé's general commitment and actions but lacks any explicit mention of actors or policies at different spatial scales interacting causally. No geographical locations or specific cross-scale influences are stated.
37,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,"Research carried out by the Nestlé Research Center, and published in the journal Appetite, indicates that children who help their parents prepare their own meals eat significantly more vegetables than those children who are not involved in cooking with their parents.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes research findings about children's eating behaviors in relation to cooking involvement with parents. While the research was conducted by Nestlé Research Center, no explicit causal interactions between different spatial scales are described - only behavioral patterns within households.",No,0.9,N/A,N/A,N/A,N/A,N/A,The finding concerns household behavior (children and parents) only; no causal influence across different spatial scales is stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses a study on children's eating habits without mentioning any spatial scales or cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a research finding about an interaction between children and parents regarding meal preparation and vegetable consumption, which occurs entirely at the Local / Site-specific scale (within households). The entities conducting and publishing the research (Nestlé Research Center, journal Appetite) are also specific sites/entities. There is no explicit causal influence identified between actors at different spatial scales."
38,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"Our company was founded almost 150 years ago on the product Henri Nestlé invented, farine lactée. It saved the life of a child. Nestlé’s success has been built on innovation, which will continue to drive performance and deliver profitable growth in the years ahead. Across our portfolio, innovation reinforced our growth platforms in 2014.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph discusses Nestlé's historical founding, innovation strategy, and portfolio growth but contains no explicit causal interactions between different spatial scales. All content relates to corporate history and business strategy without specifying geographical actors or cross-scale influences.",No,0.9,N/A,N/A,N/A,N/A,N/A,"No explicit geographical actors or scales are mentioned, and no causal links across scales are stated. The text focuses on company innovation and growth without spatial context.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph discusses company history and innovation without mentioning any specific spatial scales or cross-scale interactions.,Yes,1.0,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: Nestlé is a company with a global presence, implied by its 150-year history and 'portfolio' of 'growth platforms'.; Local / Site-specific: The 'life of a child' refers to a specific, individual event at a particular location.","[Transnational / Cross-border, Local / Site-specific] A product from a transnational company explicitly saved the life of a child at a local level.","The only explicit cross-scale interaction identified is the impact of Nestlé's product (Transnational company) on a child's life (Local). Other statements describe internal company operations or abstract concepts, not cross-scale interactions."
39,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Increasingly, science-based innovation enables us to improve the quality of people’s lives with new ideas, products and solutions. We introduced a new lactose free infant formula with probiotic L. reuteri that helps infants recover from diarrhoea. We rolled out new organic fruit purée pouches for infants, combining good nutrition with convenience.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes product innovations (lactose-free formula, organic fruit pouches) but lacks any spatial context or geographic actors. No locations, jurisdictions, or cross-scale relationships are mentioned or implied.",No,0.86,N/A,N/A,N/A,N/A,N/A,"No actors are tied to explicit geographic scales, and no causal influence across different scales is described.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes product innovations but lacks explicit cross-scale interactions between different geographical actors.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a company's actions (introducing products) and their impact on individuals (infants). While the beneficiaries ('infants', 'people's lives') are at the Local scale, the spatial scale of the actor 'We' (the company) is not explicitly stated or clearly inferable from the text to any of the defined scales. Therefore, no explicit cross-scale interaction can be identified."
40,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"In South East Asia we launched new premium noodles designed for growing urban populations. Maggi ‘so Tender from the Pan’, the unique seasoning paper that can be used to cook meat without oil, was rolled out to new markets.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes product launches and rollouts but lacks explicit causal relationships between different spatial scales. No actor at one scale is shown to influence or be influenced by an actor at another scale.,Yes,0.56,"Local / Site-specific, Transnational / Cross-border",Local / Site-specific -> Transnational / Cross-border,Local / Site-specific -> Transnational / Cross-border,Local / Site-specific: Growing urban populations (city-level consumers).; Transnational / Cross-border: Company activity in South East Asia and rollout to new markets.,"[Local / Site-specific, Transnational / Cross-border] Urban populations drove a transnational firm's product design launched across Southeast Asia.","The phrase ""designed for growing urban populations"" explicitly links local urban consumers to the firm's regional product action. No other explicit cross-scale causal links are stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes product launches but does not establish any explicit cross-scale causal interactions between different geographical scales.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: South East Asia is a multi-country region, implying a transnational operational scale for the company.; Local / Site-specific: Growing urban populations refer to specific cities or towns.","[Transnational / Cross-border, Local / Site-specific] A transnational company launched products designed for local urban populations.",The paragraph explicitly states a transnational actor (implied company operating in South East Asia) launched products designed for local urban populations. This establishes a direct causal influence from the transnational scale to the local scale.
41,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Nestlé Skin Health offered people innovative ways to protect, nourish and enhance their skin health over the course of their lives.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a company's product offerings without specifying any spatial locations or cross-scale interactions. No concrete actors with spatial relevance or causal relationships between different geographical scales are mentioned.,No,0.87,N/A,N/A,N/A,N/A,N/A,The sentence lacks any explicit geographic scales or causal influence between different scales; it merely states a company's offerings without spatial context.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not mention any actors or actions with explicit spatial relevance or cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a company's general offering without specifying any geographical scale for its operations or the 'people' it serves. There are no distinct actors identified at different spatial scales, nor any explicit causal links between them."
42,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"Our expertise in beverage systems ensured a good response from consumers in North America to Nespresso’s new VertuoLine system. By the end of 2014, Nescafé Dolce Gusto, the fastest growing coffee system business in the world, was being sold in more than 70 countries. In Japan we started using humanoid robots to sell Nescafé Dolce Gusto and Nescafé Gold Blend Barista coffee machines.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes business activities across different geographical locations (North America, Japan, 70+ countries) but lacks explicit causal relationships between actors at different scales. Each activity is presented as independent operations rather than cross-scale interactions.",Yes,0.68,"Transnational / Cross-border, National",Transnational / Cross-border -> National,Transnational / Cross-border -> National,"Transnational / Cross-border: Global brands/company operating in >70 countries and North America.; National: Action specified ""In Japan"" (country-level).","[Transnational / Cross-border, National] A global company deployed humanoid robots in Japan, showing cross-border direction of a national market tactic.","The firm's transnational action explicitly targets Japan, a national context. Other statements (North America response; sales in 70 countries) are transnational-only and lack cross-scale causality.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes actions at various scales but lacks explicit cross-scale causal interactions between them.,Yes,0.9,"Transnational / Cross-border, Local / Site-specific",Transnational / Cross-border -> Local / Site-specific,Transnational / Cross-border -> Local / Site-specific,"Transnational / Cross-border: Refers to 'we' (Nestlé/Nescafé) as a global company operating across multiple countries.; Local / Site-specific: Refers to 'humanoid robots' used for selling, implying specific points of sale or facilities.","[Transnational / Cross-border, Local / Site-specific] A global company implemented a local sales strategy using robots.",The paragraph explicitly states a global company ('we') initiated a specific local action ('using humanoid robots'). The mention of 'Japan' serves as the location for this local action rather than an active national-level actor in a causal chain.
