A: Paragraph Index,B: AI: Cross Scale (Consensus),C: Human Agreement with B (Agree/Disagree/Notes),All Models Align,Disagreement Type,Source,Full Paragraph Text,claude4: Interaction Present,claude4: Confidence,claude4: Scales,claude4: Links,claude4: Final Link,claude4: Scale Explanations,claude4: Summary,claude4: Rationale,gpt5: Interaction Present,gpt5: Confidence,gpt5: Scales,gpt5: Links,gpt5: Final Link,gpt5: Scale Explanations,gpt5: Summary,gpt5: Rationale,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Links,4o: Final Link,4o: Scale Explanations,4o: Summary,4o: Rationale,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Links,gemini2.5: Final Link,gemini2.5: Scale Explanations,gemini2.5: Summary,gemini2.5: Rationale
31,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,"Nestlé scientists at the Product Technology Centre in Singen, Germany, are working to reduce the amount of salt in Maggi Tomato Mozzarella Soup by enhancing other flavours.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes ongoing research work but provides no temporal information about duration, timeline, or causal relationships between different time scales. It's a snapshot of current activity without cross-scale interactions.",No,0.94,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal links are stated; the text only notes ongoing work without durations.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a current action without any explicit cross-scale causal interaction between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a single ongoing activity (scientists working to reduce salt) which maps to a Medium-Term scale. There are no other events or processes mentioned, and thus no explicit causal links between different temporal scales."
32,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_15.pdf,"Finding ways to help children, like these in Brazil, to be more active and to make healthy eating choices helps them achieve and maintain a healthy body weight.",No,0.8,N/A,N/A,N/A,N/A,N/A,The paragraph describes general health interventions for children without specifying timeframes or temporal relationships. No explicit cross-scale causal interactions are present.,No,0.78,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causality; it links behaviors to weight without specifying durations or inter-scale effects.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes actions to help children be more active and make healthy eating choices, but it does not specify any temporal scales or cross-scale causal interactions.",Yes,1.0,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,"Medium-Term: Finding ways to help children be active and make healthy choices implies a multi-year strategy or program.; Long-Term: Maintaining a healthy body weight is a process unfolding over decades, throughout a person's life.","[Medium-Term, Long-Term] Multi-year strategies promoting healthy habits in children lead to the long-term maintenance of a healthy body weight.","The paragraph describes a Medium-Term strategic effort ('Finding ways to help children') that causally influences a Long-Term outcome ('achieve and maintain a healthy body weight'). The 'maintain' aspect specifically points to a decades-long process, establishing a clear cross-scale interaction."
33,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_15.pdf,This label from Italy gives detailed information about the contents of a recommended portion made with 13.5g of Nestlé Nesquik and 200ml of milk.,No,0.95,N/A,N/A,N/A,N/A,N/A,"The paragraph describes static nutritional information on a product label with no temporal processes, events, or causal relationships across different time scales.",No,0.98,N/A,N/A,N/A,N/A,N/A,The sentence contains no timeframes or causal effects across different temporal scales; it only describes product labeling and portion composition.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a product label with no explicit temporal events or processes, thus no cross-scale interactions are present.",No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a label providing information about a product portion. It does not contain any explicit events, processes, or timeframes that could be mapped to different temporal scales, nor does it imply any causal interactions between them."
34,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_17.pdf,"Nestlé aims to support parents with the information they need to make the most informed decisions about their children’s health and eating habits, such as the importance of regular consumption of fruits and vegetables, and of exercise.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé's general aim to provide parental guidance on children's health and nutrition. While health outcomes develop over time, no explicit temporal scales or causal relationships between different timeframes are mentioned in the text.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal links are stated; 'regular' habits are not mapped to a defined temporal scale.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit causal links between events or processes at different temporal scales. It only discusses general support for informed decision-making without specifying timeframes or causal interactions.,Yes,0.9,"Short-Term, Long-Term",Long-Term -> Short-Term | Short-Term -> Long-Term,"Long-Term -> Short-Term, Short-Term -> Long-Term",Short-Term: Parents' daily decisions about food and exercise.; Long-Term: Nestlé's ongoing strategy and children's health development over years.,"[Short-Term, Long-Term] Nestlé's long-term support influences parents' short-term decisions, which in turn shape children's long-term health habits.","The paragraph explicitly links Nestlé's long-term strategic aim to provide information, which causally influences parents' short-term daily decisions. These short-term decisions then directly impact the long-term development of children's health and eating habits. No other scales or indirect links were identified."
35,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_17.pdf,We believe getting it right early in life pays big dividends in terms of health and well-being throughout life.,Yes,0.85,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,"Short-Term: ""early in life"" refers to initial developmental period; Long-Term: ""throughout life"" indicates lifelong, decades-spanning effects","[Short-Term, Long-Term] Early life actions generate lifelong health benefits.",The text explicitly states that early life interventions causally produce long-term health dividends. This creates a clear cross-scale causal link from short-term actions to long-term outcomes spanning decades.,No,0.42,N/A,N/A,N/A,N/A,N/A,"The statement implies life-course benefits but provides no explicit duration for “early in life,” so it cannot be mapped to Short- or Medium-Term per definitions; thus no valid cross-scale link can be formed.",Yes,0.8,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: Getting it right early in life implies short-term actions.; Long-Term: Pays big dividends throughout life implies long-term effects.,"[Short-Term, Long-Term] Short-term actions early in life causally influence long-term health and well-being outcomes.",The paragraph suggests that actions taken early in life (short-term) have a causal impact on health and well-being throughout life (long-term). This establishes a clear cross-scale interaction.,Yes,1.0,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,"Medium-Term: Refers to actions/processes occurring 'early in life', spanning multiple years of development.; Long-Term: Describes effects lasting 'throughout life', explicitly implying decades.","[Medium-Term, Long-Term] Actions taken early in life have long-term benefits for health and well-being.","The phrase 'getting it right early in life' implies a multi-year developmental period (Medium-Term). This explicitly causes 'big dividends in terms of health and well-being throughout life,' which is a clear Long-Term outcome. This forms a direct causal link between these two distinct temporal scales."
36,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_17.pdf,"Supporting parents is part of Nestlé’s commitment to helping future generations develop their full potential and live healthier lives by providing high-quality, science-driven nutrition for infants and children in the first 1000 days of life.",Yes,0.8,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: First 1000 days of life (approximately 2.7 years from conception); Long-Term: Future generations developing full potential and living healthier lives,"[Short-Term, Long-Term] Early nutrition intervention drives long-term generational health outcomes.",The text explicitly connects short-term nutritional support during the critical first 1000 days to long-term outcomes for future generations' health and development potential. This represents a clear causal pathway from immediate intervention to generational impact.,Yes,0.78,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,Medium-Term: “first 1000 days of life” (~2.7 years) for providing nutrition.; Long-Term: “helping future generations… live healthier lives” implies decades-long outcomes.,"[Medium-Term, Long-Term] Nutrition provided in the first 1000 days is used to help future generations live healthier lives.","The sentence links providing nutrition over ~3 years to healthier lives for future generations. No short-term, dated, or additional multi-step links are explicitly stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit causal links between different temporal scales. It describes a commitment without detailing interactions across timeframes.,Yes,1.0,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,"Medium-Term: The 'first 1000 days of life' is approximately 2.7 years, fitting the multi-year (1-5 years) definition.; Long-Term: 'Future generations' explicitly refers to processes unfolding over decades.","[Medium-Term, Long-Term] Providing nutrition in the first 1000 days (Medium-Term) causally influences the development and health of future generations (Long-Term).","The paragraph explicitly links the action of providing nutrition during the first 1000 days of life, which is a Medium-Term process, to the outcome of helping future generations, a Long-Term impact. This establishes a clear causal interaction between these two distinct temporal scales, as the Medium-Term action directly contributes to the Long-Term goal."
37,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_17.pdf,"Research carried out by the Nestlé Research Center, and published in the journal Appetite, indicates that children who help their parents prepare their own meals eat significantly more vegetables than those children who are not involved in cooking with their parents.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a research finding about children's eating behavior when involved in meal preparation, but provides no temporal information about when effects occur, how long they last, or any causal relationships across different time scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,The text describes an immediate behavioral effect (children helping cook eat more vegetables) with no explicit timeframes or cross-scale causal relations.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide any explicit cross-scale causal links between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,The paragraph describes a direct causal link between children's short-term involvement in meal preparation and their short-term vegetable consumption. Both the activity (preparing meals) and the outcome (eating vegetables) occur within the Short-Term temporal scale. No explicit cross-scale influence is stated or implied.
38,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"Our company was founded almost 150 years ago on the product Henri Nestlé invented, farine lactée. It saved the life of a child. Nestlé’s success has been built on innovation, which will continue to drive performance and deliver profitable growth in the years ahead. Across our portfolio, innovation reinforced our growth platforms in 2014.",Yes,0.85,"Short-Term, Long-Term",Long-Term -> Short-Term,Long-Term -> Short-Term,"Short-Term: Innovation reinforced growth platforms in 2014 (specific year); Long-Term: Company founded 150 years ago, innovation will drive performance in years ahead","[Long-Term, Short-Term] Historical innovation foundation drives current year performance outcomes","The company's 150-year innovation legacy explicitly drives current performance, with 2014 results reinforcing growth platforms. This creates a clear causal link from long-term foundational capabilities to short-term operational outcomes.",No,0.78,N/A,N/A,N/A,N/A,N/A,The paragraph cites a 2014 effect and future benefits but never explicitly links a short-term event to medium/long-term outcomes causally.,Yes,0.9,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: Innovation reinforced growth platforms in 2014.; Long-Term: Nestlé's success has been built on innovation over almost 150 years.,"[Short-Term, Long-Term] Innovation in 2014 is linked to Nestlé's long-term success built on innovation over 150 years.","The paragraph links short-term innovation in 2014 to the long-term success of the company, which has historically relied on innovation. This establishes a clear cross-scale interaction.",Yes,0.9,"Long-Term, Medium-Term, Short-Term",Long-Term -> Medium-Term | Long-Term -> Short-Term,"Long-Term -> Medium-Term, Long-Term -> Short-Term",Long-Term: Company founded 'almost 150 years ago' and 'success has been built on innovation' over decades.; Medium-Term: 'Profitable growth in the years ahead' implies a multi-year strategic outlook.; Short-Term: 'Innovation reinforced our growth platforms in 2014' refers to a specific annual effect.,"[Long-Term, Medium-Term, Short-Term] Nestlé's enduring success built on innovation drives both its future multi-year growth and its specific short-term performance in 2014.","The company's historical foundation of innovation (Long-Term) is explicitly linked to its future profitable growth (Medium-Term). This long-term characteristic also underpins specific short-term outcomes, such as the reinforcement of growth platforms in 2014 (Short-Term). No explicit causal link was identified directly from the short-term event to the medium-term future growth."
39,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"Increasingly, science-based innovation enables us to improve the quality of people’s lives with new ideas, products and solutions. We introduced a new lactose free infant formula with probiotic L. reuteri that helps infants recover from diarrhoea. We rolled out new organic fruit purée pouches for infants, combining good nutrition with convenience.",No,0.8,N/A,N/A,N/A,N/A,N/A,The paragraph describes product introductions and rollouts but provides no explicit timeframes or causal relationships between different temporal scales. All mentioned activities appear to be recent product launches without cross-scale interactions.,No,0.82,N/A,N/A,N/A,N/A,N/A,"The text describes short-term product launches and immediate health benefits, but no explicit multi-year or long-term processes are causally linked to these events. Hence, no cross-scale interactions are stated.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes short-term product launches without explicit causal links to other temporal scales.,Yes,1.0,"Short-Term, Long-Term",Long-Term -> Short-Term,Long-Term -> Short-Term,"Short-Term: Product introductions like 'introduced a new lactose free infant formula' and 'rolled out new organic fruit purée pouches' are specific, short-duration events.; Long-Term: 'Science-based innovation' as an ongoing, enabling process and the goal to 'improve the quality of people’s lives' represent long-term trends and outcomes.","[Long-Term, Short-Term] Science-based innovation, a long-term process, enables the introduction of new products and solutions, which are short-term events.","The paragraph explicitly states that 'science-based innovation' (a long-term, ongoing process) 'enables' 'new ideas, products and solutions' (short-term product launches). This establishes a clear causal link from a long-term enabling factor to short-term outcomes. No other explicit cross-scale interactions were identified."
40,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_18.pdf,"In South East Asia we launched new premium noodles designed for growing urban populations. Maggi ‘so Tender from the Pan’, the unique seasoning paper that can be used to cook meat without oil, was rolled out to new markets.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes product launches and market rollouts but lacks explicit temporal framing or causal connections between different time scales. While 'growing urban populations' suggests a long-term trend, there's no explicit causal link showing how this trend influences the short-term product launches.",Yes,0.71,"Short-Term, Long-Term",Long-Term -> Short-Term,Long-Term -> Short-Term,Short-Term: Launch and rollout are immediate actions.; Long-Term: “Growing urban populations” denotes a long-run trend.,"[Long-Term, Short-Term] Long-run urban population growth explicitly drives the immediate launch of premium noodles.","The text ties the launch to “growing urban populations,” an explicit long-term driver. The Maggi rollout is short-term but lacks any stated cross-scale cause, so no additional links.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes product launches, which are short-term events, without explicit causal links to medium or long-term processes.",Yes,0.9,"Short-Term, Long-Term",Long-Term -> Short-Term,Long-Term -> Short-Term,"Short-Term: Product launches and rollouts ('launched new premium noodles', 'rolled out to new markets') are events unfolding over days to 1 year.; Long-Term: 'Growing urban populations' describes a demographic trend that unfolds over decades.","[Short-Term, Long-Term] The long-term trend of growing urban populations influenced the short-term launch of new premium noodles.","The paragraph explicitly states that new premium noodles, a short-term product launch, were 'designed for' the long-term trend of growing urban populations. This establishes a clear causal link from a long-term societal shift to a short-term business action. No other explicit cross-scale interactions were found in the text."
41,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Nestlé Skin Health offered people innovative ways to protect, nourish and enhance their skin health over the course of their lives.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a general offering 'over the course of their lives' but lacks explicit causal relationships between different temporal scales. No specific events, timeframes, or cross-scale interactions are detailed.",No,0.9,N/A,N/A,N/A,N/A,N/A,Only a general lifespan (long-term) notion is mentioned; no explicit short/medium-term events or causal links across scales are stated.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit causal links between different temporal scales. It mentions a general long-term process without specific short-term or medium-term events.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Skin Health's mission to offer solutions 'over the course of their lives,' which is a single, long-term temporal scope. There is no explicit causal link or interaction identified between two distinct temporal scales within the provided text."
42,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Our expertise in beverage systems ensured a good response from consumers in North America to Nespresso’s new VertuoLine system. By the end of 2014, Nescafé Dolce Gusto, the fastest growing coffee system business in the world, was being sold in more than 70 countries. In Japan we started using humanoid robots to sell Nescafé Dolce Gusto and Nescafé Gold Blend Barista coffee machines.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes concurrent business activities and achievements within 2014, all occurring within the same short-term timeframe. No explicit causal relationships are established between different temporal scales - only parallel developments in product launches, market expansion, and sales strategies.",No,0.7,N/A,N/A,N/A,N/A,N/A,No explicit cross-scale causal link is stated; events are short-term or lack clear temporal scale and are not causally tied across different time horizons.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes events and actions but does not establish explicit causal links between different temporal scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes several events occurring at different temporal scales (e.g., new product launch, multi-year global expansion, new sales initiative). However, it does not explicitly state any causal relationships or influences between these events across different scales. Each event is presented as a separate fact."
43,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,"Across the globe, our petcare business benefited from an in novation pipeline that delivered new products with proven bene fits based on good nutrition.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a general business benefit from innovation and new products but provides no temporal context or timeframes. Without explicit timing information, no temporal scales can be identified or mapped, and therefore no cross-scale interactions exist.",No,0.9,N/A,N/A,N/A,N/A,N/A,"No explicit timeframes or cross-scale causal phrasing; events cannot be mapped to Short-, Medium-, or Long-Term.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a benefit from an innovation pipeline but does not specify any temporal scales or cross-scale causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a continuous business process—an innovation pipeline delivering new products—and its benefits. All elements appear to operate within a single temporal scale, likely Medium-Term, as a sustained strategic effort. No explicit causal connections between different temporal scales are present."
44,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_18.pdf,Some of these highlights are detailed on the following pages.,No,0.95,N/A,N/A,N/A,N/A,N/A,"This sentence is purely referential, directing readers to other pages for details about highlights. It contains no temporal events, processes, or causal relationships that could establish cross-scale interactions.",No,0.99,N/A,N/A,N/A,N/A,N/A,"No events, timeframes, or causal relations are stated; the sentence is purely meta-textual.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not contain any events or processes with explicit temporal scales or causal interactions between different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph is a descriptive statement about document structure, not an event or process with a discernible temporal scale. It lacks any explicit events or causal relationships that could link different temporal scales as defined."
45,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health’s unique holistic approach will help to protect, nourish and enhance skin health, while working to preserve and, when needed, to treat, correct and restore damaged skin back to its healthy state.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Skin Health's approach and capabilities but contains no temporal markers or timeframes. All actions mentioned (protect, nourish, enhance, preserve, treat, correct, restore) are presented as general capabilities without specific timing or causal relationships across different temporal scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal links are stated; actions like preserve/treat are mentioned without durations.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a holistic approach without specifying any temporal scales or explicit cross-scale causal interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a general, holistic approach without specifying concrete events or processes with distinct temporal scales. There are no explicit causal links between different timeframes mentioned."
46,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_19.pdf,The skin is the largest organ in the human body and it is responsible for safeguarding our health. Longer lifespans will mean good skin care will become more important if we are to extend a good quality of life to those of all ages. Seven out of ten people are affected by a skin disease at some point in their life.,Yes,0.85,"Short-Term, Long-Term",Long-Term -> Short-Term,Long-Term -> Short-Term,Short-Term: Skin care practices and treatments that can be implemented immediately; Long-Term: Longer lifespans extending over decades,"[Long-Term, Short-Term] Longer lifespans increase the importance of good skin care practices for maintaining quality of life.",The text explicitly states that longer lifespans (Long-Term) will make good skin care (Short-Term practices) more important for extending quality of life. This creates a clear causal link where the long-term demographic trend influences the importance of short-term health practices.,No,0.83,N/A,N/A,N/A,N/A,N/A,"All statements are long-horizon (lifespans, lifetime disease prevalence) without explicit causal effects across different temporal scales; no short- or medium-term actions with stated timing are linked.",Yes,0.8,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,Short-Term: Skin diseases affecting people at some point in their life.; Long-Term: Longer lifespans increasing the importance of skin care.,"[Short-Term, Long-Term] Skin diseases in the short term influence the importance of skin care over longer lifespans.","The paragraph suggests that skin diseases, which occur at some point in life (Short-Term), necessitate better skin care as people live longer (Long-Term). This creates a causal link between the two scales.",Yes,1.0,"Short-Term, Long-Term",Long-Term -> Short-Term | Short-Term -> Long-Term,"Long-Term -> Short-Term, Short-Term -> Long-Term",Short-Term: Refers to the daily/regular practice of good skin care.; Long-Term: Encompasses the demographic trend of longer lifespans and the societal goal of extending quality of life over decades.,"[Short-Term, Long-Term] Longer lifespans increase the importance of daily skin care, which is crucial for extending long-term quality of life.",The text establishes a causal chain: longer lifespans (Long-Term) necessitate increased focus on daily skin care (Short-Term). This short-term practice is then presented as a condition for achieving the Long-Term goal of extending quality of life. This demonstrates explicit cross-scale interactions.
47,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health’s goal is to be recognised as the leading company in skin health. Created in 2014, it focuses on the CHF 130 billion health-conscious segment of the growing and promising global skincare market that was worth CHF 245 billion in 2013. It provides prescription drugs, self-medication, therapeutic skin care and aesthetic and corrective medicine, with innovative products from moisturisers to sunscreen, from medical aesthetic procedures to medicines used to treat serious conditions such as skin cancer.",No,0.8,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Skin Health's creation in 2014 and market data from 2013, but these are isolated temporal references without explicit causal relationships between different time scales. The company's goal and market focus are presented as static descriptions rather than processes that causally influence across temporal scales.",No,0.84,N/A,N/A,N/A,N/A,N/A,"The text mentions dates (2013, 2014) and a long-term ambition, but provides no explicit causal linkage between actions/events at different temporal scales.",No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes Nestlé Skin Health's market focus and product offerings without explicit causal links between different temporal scales.,Yes,0.9,"Long-Term, Medium-Term",Long-Term -> Medium-Term,Long-Term -> Medium-Term,Long-Term: The 'growing and promising global skincare market' describes a macro trend unfolding over decades.; Medium-Term: The company's 'focuses on the CHF 130 billion health-conscious segment' represents a multi-year strategic direction.,"[Long-Term, Medium-Term] A long-term market trend influences the company's medium-term strategic focus.","The paragraph explicitly links the company's multi-year strategic focus to the characteristics of the long-term global skincare market trend. The 'growing and promising' nature of the market causally informs the company's decision to 'focus on' a specific segment, establishing a clear cross-scale interaction. No other explicit cross-scale causal links were identified."
48,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_19.pdf,The strength and breadth of our suite of innovative products and medical solutions has made Nestlé Skin Health a global leader in dermatology.,No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a current state of market leadership based on existing product strength, but contains no temporal markers or causal relationships between different time scales.",No,0.93,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal language; the sentence is a general claim without temporal scope.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit temporal scales or causal interactions between different timeframes.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a current state of leadership resulting from the sustained strength and breadth of products. Both the cause (product strength) and effect (global leadership) are indicative of long-term processes or states, not distinct events across different temporal scales. No explicit cross-scale causal links are present."
49,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health has a range of products that protect, nourish and enhance skin health and, when needed, treat, correct and restore damaged skin over the course of people’s lives.",No,0.8,N/A,N/A,N/A,N/A,N/A,The paragraph describes product functions across people's lifespans but lacks explicit causal relationships between different temporal scales. It presents a general capability statement without specifying how actions at one timeframe influence outcomes at another.,No,0.62,N/A,N/A,N/A,N/A,N/A,The sentence lists product functions and mentions 'over the course of people’s lives' without an explicit causal link between different time scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes a range of products without specifying any temporal scales or explicit cross-scale causal interactions.,Yes,0.9,"Short-Term, Long-Term",Short-Term -> Long-Term,Short-Term -> Long-Term,"Short-Term: Regular application and immediate effects of products (protect, nourish, treat).; Long-Term: The cumulative impact on skin health 'over the course of people’s lives'.","[Short-Term, Long-Term] Regular product use and effects over short periods cumulatively contribute to and define skin health over a person's entire life.","The paragraph describes products performing actions (protect, nourish, treat) which, when done regularly (Short-Term), cumulatively result in skin health 'over the course of people’s lives' (Long-Term). This establishes a direct causal link from repeated short-term processes to a long-term outcome."
50,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health is supported by five research and development centres around the world in France, Japan, Sweden, Switzerland, and the United States.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes a static organizational structure with R&D centers in multiple countries. No temporal processes, events, or causal relationships across different time scales are mentioned.",No,0.95,N/A,N/A,N/A,N/A,N/A,The sentence provides a static organizational fact with no timeframes or causal relations across temporal scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph describes the locations of research centers without any explicit temporal cross-scale interactions.,No,1.0,N/A,N/A,N/A,N/A,N/A,The paragraph describes a static organizational fact (Nestlé Skin Health is supported by R&D centers) without any explicit events or processes that causally influence or are influenced by another event/process at a different temporal scale. No cross-scale interactions are present.
51,No,,Yes,Unanimous,Nestle_Annual_Report_2014_page_21.pdf,"The skin is the largest organ in the human body and it is responsible for safeguarding our health. Because our skin is our interface with the world, healthy skin leads to improved well-being.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes static anatomical facts and general functional relationships about skin without any temporal processes, events, or timeframes that would create cross-scale interactions.",No,0.95,N/A,N/A,N/A,N/A,N/A,The paragraph lacks explicit timeframes and presents no causal links across different temporal scales.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not describe any events or processes with explicit temporal scales or causal interactions across different scales.,No,1.0,N/A,N/A,N/A,N/A,N/A,"The paragraph describes the continuous, long-term functions and states of the skin and well-being. All mentioned processes, such as 'safeguarding our health' and 'healthy skin leads to improved well-being,' operate within a single, long-term temporal scale, thus lacking any explicit cross-scale causal interactions."
52,Mixed,,No,Split Yes/No,Nestle_Annual_Report_2014_page_21.pdf,"Given the importance of skin in each of our daily lives, Nestlé Skin Health’s focus on science-based solutions is a way to enhance the quality of people’s lives.",No,0.9,N/A,N/A,N/A,N/A,N/A,"The paragraph describes Nestlé Skin Health's general focus and mission but contains no temporal elements, timeframes, or causal relationships between different time scales. It's a static statement about company purpose without temporal dynamics.",No,0.9,N/A,N/A,N/A,N/A,N/A,No explicit timeframes or cross-scale causal links are stated; “daily lives” is descriptive and the impact on quality of life lacks a defined temporal scale.,No,0.9,N/A,N/A,N/A,N/A,N/A,The paragraph does not provide explicit events or processes at different temporal scales that causally influence each other.,Yes,1.0,"Medium-Term, Long-Term",Medium-Term -> Long-Term,Medium-Term -> Long-Term,"Medium-Term: Nestlé's 'focus on science-based solutions' represents a multi-year strategic approach.; Long-Term: Enhancing 'the quality of people’s lives' is a broad, sustained outcome unfolding over decades.","[Medium-Term, Long-Term] Nestlé's strategic focus on science-based solutions is a way to enhance the long-term quality of people's lives.","The paragraph explicitly links Nestlé's ongoing strategic 'focus' (Medium-Term) to the outcome of enhancing 'the quality of people’s lives' (Long-Term). This establishes a clear causal interaction between these two distinct temporal scales, as the company's multi-year strategy aims for a decades-long impact."
