Source,Full Paragraph Text,Interaction Present Disagreement,Scale Disagreement,claude3.7: Interaction Present,claude3.7: Confidence,claude3.7: Scales,claude3.7: Causal Type,claude3.7: Causal Pathway,claude3.7: Scale Explanations,claude3.7: Summary,4o: Interaction Present,4o: Confidence,4o: Scales,4o: Causal Type,4o: Causal Pathway,4o: Scale Explanations,4o: Summary,o4_mini: Interaction Present,o4_mini: Confidence,o4_mini: Scales,o4_mini: Causal Type,o4_mini: Causal Pathway,o4_mini: Scale Explanations,o4_mini: Summary,gemini2.5: Interaction Present,gemini2.5: Confidence,gemini2.5: Scales,gemini2.5: Causal Type,gemini2.5: Causal Pathway,gemini2.5: Scale Explanations,gemini2.5: Summary
Nestle_Annual_Report_2014_page_17.pdf,"Research carried out by the Nestlé Research Center, and published in the journal Appetite, indicates that children who help their parents prepare their own meals eat significantly more vegetables than those children who are not involved in cooking with their parents.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,Yes,0.9,"Environmental and Societal, Individual, Organizational",Direct Causal Link,Organizational -> Individual,Individual: Children are specific individuals involved in the cooking process.; Organizational: The Nestlé Research Center is a specific organization conducting the research.; Environmental and Societal: The findings relate to societal dietary habits and health outcomes.,[Organizational -> Individual] Research shows children involved in cooking with parents eat more vegetables.,No,1.0,N/A,N/A,N/A,,N/A
Nestle_Annual_Report_2014_page_18.pdf,"Our company was founded almost 150 years ago on the product Henri Nestlé invented, farine lactée. It saved the life of a child. Nestlé’s success has been built on innovation, which will continue to drive performance and deliver profitable growth in the years ahead. Across our portfolio, innovation reinforced our growth platforms in 2014.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Causal Chain,Individual -> Organizational -> Individual,Individual: Henri Nestlé and 'a child' are specific individuals.; Organizational: 'Our company' and 'Nestlé' refer to a single organization.,"[Individual -> Organizational -> Individual] Henri Nestlé's invention, foundational to Nestlé, produced a product that saved a child's life."
Nestle_Annual_Report_2014_page_18.pdf,"Increasingly, science-based innovation enables us to improve the quality of people’s lives with new ideas, products and solutions. We introduced a new lactose free infant formula with probiotic L. reuteri that helps infants recover from diarrhoea. We rolled out new organic fruit purée pouches for infants, combining good nutrition with convenience.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: The pronoun 'We' refers to a single company or organization that is introducing and rolling out products.; Individual: 'People's lives' and 'infants' represent specific individuals or informal groups whose quality of life, health, and nutrition are directly improved by the products.",[Organizational -> Individual] A company introduces new products that directly improve the health and nutrition of infants and the quality of people’s lives.
Nestle_Annual_Report_2014_page_18.pdf,"In South East Asia we launched new premium noodles designed for growing urban populations. Maggi ‘so Tender from the Pan’, the unique seasoning paper that can be used to cook meat without oil, was rolled out to new markets.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,0.9,"Environmental and Societal, Organizational",Bidirectional Link,Organizational <-> Environmental and Societal,"Organizational: Refers to 'we' (the company, Nestlé/Maggi) launching new noodles and rolling out Maggi 'so Tender from the Pan'.; Environmental and Societal: Refers to 'growing urban populations' which influenced product design, and 'new markets' where products were rolled out.","[Organizational <-> Environmental and Societal] A company designs products for urban populations and rolls out others to new markets, reflecting influence in both directions."
Nestle_Annual_Report_2014_page_18.pdf,"Our expertise in beverage systems ensured a good response from consumers in North America to Nespresso’s new VertuoLine system. By the end of 2014, Nescafé Dolce Gusto, the fastest growing coffee system business in the world, was being sold in more than 70 countries. In Japan we started using humanoid robots to sell Nescafé Dolce Gusto and Nescafé Gold Blend Barista coffee machines.",Yes,None,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nestlé/Nespresso/Nescafé are formal companies/brands that developed and marketed the coffee systems.; Individual: Consumers in North America who responded to the VertuoLine system.,[Organizational -> Individual] Nestlé's expertise in beverage systems directly caused a positive consumer response to their new coffee products in North America.,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Refers to 'Our expertise in beverage systems' and 'Nespresso’s new VertuoLine system', representing the capabilities and products of an organization.; Individual: Refers to 'consumers in North America', which are specific individuals responding to a product.",[Organizational -> Individual] The company's expertise ensured a good response from North American consumers to Nespresso’s new VertuoLine system.
Nestle_Annual_Report_2014_page_19.pdf,The skin is the largest organ in the human body and it is responsible for safeguarding our health. Longer lifespans will mean good skin care will become more important if we are to extend a good quality of life to those of all ages. Seven out of ten people are affected by a skin disease at some point in their life.,Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Individual",Causal Chain,Environmental and Societal -> Individual -> Environmental and Societal,Environmental and Societal: Refers to 'Longer lifespans' as a demographic trend affecting societal structures and 'extend a good quality of life to those of all ages' as a societal objective.; Individual: Refers to 'good skin care' as a practice performed by individuals and the health of 'people'.,[Environmental and Societal -> Individual -> Environmental and Societal] Longer lifespans at the societal level will necessitate increased individual skin care to extend good quality of life across all ages.
Nestle_Annual_Report_2014_page_19.pdf,"Nestlé Skin Health has a range of products that protect, nourish and enhance skin health and, when needed, treat, correct and restore damaged skin over the course of people’s lives.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nestlé Skin Health is identified as a single company unit/brand.; Individual: The products are described as affecting 'people’s lives' and 'damaged skin', referring to individuals.",[Organizational -> Individual] Nestlé Skin Health's products protect and treat the skin health of individuals.
Nestle_Annual_Report_2014_page_21.pdf,"Given the importance of skin in each of our daily lives, Nestlé Skin Health’s focus on science-based solutions is a way to enhance the quality of people’s lives.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nestlé Skin Health is identified as a single organization.; Individual: The 'quality of people’s lives' directly refers to specific individuals.,[Organizational -> Individual] Nestlé Skin Health’s focus on science-based solutions directly aims to enhance the quality of people’s lives.
Nestle_Annual_Report_2014_page_21.pdf,"Our focus is to provide a complete range of innovative products and solutions, and to make them available everywhere people go, so we are there, every day, to help protect, nourish and enhance, treat, correct and restore the health of your skin.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: The pronoun 'we' refers to a single company or brand that provides products and solutions.; Individual: The phrase 'people go' and 'health of your skin' refers to specific individuals as the beneficiaries of the products.,"[Organizational -> Individual] An organization's provision of products directly causes the protection, nourishment, and enhancement of individuals' skin health."
Nestle_Annual_Report_2014_page_22.pdf,"The importance of the right nutrition and feeding practices during the first 1000 days of life, from conception to a child’s second birthday, is now widely accepted by the public health community. Our Start Healthy Stay Healthy programme is dedicated to supporting mothers and caregivers to get nu trition right in the first 1000 days. Good nutrition is crucial for health, growth and development, and establishing the right feeding practices in early childhood also supports the establishment of good eating habits.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: The 'Start Healthy Stay Healthy programme' represents a formal initiative run by an organization, aligning with the Organizational scale.; Individual: 'mothers and caregivers' are specific individuals receiving support, fitting the Individual scale.",[Organizational -> Individual] The Start Healthy Stay Healthy programme supports mothers and caregivers in ensuring proper nutrition for children.
Nestle_Annual_Report_2014_page_22.pdf,"We promote and support breastfeeding which is the best start a baby can have in life. Where breastfeeding is not possible, we provide breast-milk substitutes. In addition, we have developed science-based nutritional solutions for infants with specific medical needs, who are unable to absorb, digest or metabolise standard infant formulas and are at risk of death or abnormal development without access to these products.",Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: The pronoun 'we' refers to a single company developing and providing products.; Individual: 'Infants with specific medical needs' refers to specific individuals whose health outcomes are directly impacted.,[Organizational -> Individual] A company develops and provides nutritional solutions that prevent death or abnormal development in infants with specific medical needs.
Nestle_Annual_Report_2014_page_22.pdf,"We also provide a range of complementary foods, such as infant cereals and meals and drinks. These baby foods contain carefully selected high-quality ingredients and are fortified with nutrients to meet the specific needs of infants in this important phase of life.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: 'We' refers to the entity producing and providing the foods, representing a single organization.; Individual: 'Infants' are specific individuals whose nutritional needs are explicitly stated to be met by the provided foods.",[Organizational -> Individual] The organization provides specific baby foods fortified with nutrients to meet the specific needs of infants.
Nestle_Annual_Report_2014_page_22.pdf,We market our breast-milk substitutes in line with the aims and principles of the World Health Organization’s International Code of Marketing of Breast-Milk Substitutes as imple mented by governments. Our marketing standards are the strictest in the industry. We are the only breast-milk substitute manufacturer to be included in the FTSE4Good responsible investment index (see the Nestlé in society report).,Yes,Inter-Organizational,Yes,0.9,"Environmental and Societal, Inter-Organizational, Organizational",Causal Chain,Inter-Organizational -> Environmental and Societal -> Organizational,Organizational: Nestlé ('We') is a single company with its own marketing standards and practices.; Inter-Organizational: WHO created the International Code affecting multiple organizations; FTSE4Good is an index evaluating multiple companies.; Environmental and Societal: Governments implement the WHO Code at national/societal level.,"[Inter-Organizational -> Environmental and Societal -> Organizational] WHO's International Code influences government implementation, which shapes Nestlé's marketing practices for breast-milk substitutes.",No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Organizational",Causal Chain,Environmental and Societal -> Organizational -> Environmental and Societal,"Organizational: Refers to 'We' (the company), which conducts marketing and sets internal standards.; Environmental and Societal: Refers to 'governments' that implement the WHO Code and the 'FTSE4Good responsible investment index', both representing societal-level systems or capital markets.","[Environmental and Societal -> Organizational -> Environmental and Societal] Government implementation of the WHO Code influences the company's marketing standards, which in turn leads to its inclusion in a societal investment index."
Nestle_Annual_Report_2014_page_22.pdf,"We firmly believe that breastfeeding is best for babies and fully support the World Health Organization’s recommendation on breastfeeding. We also provide a conducive environment for our employees to breastfeed, such as through flexible work arrangements.",Yes,"Environmental and Societal, Individual",Yes,0.9,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: The 'we' in the text refers to an organization that has policies and provides work arrangements.; Individual: Employees who benefit from the organization's breastfeeding-supportive environment.,[Organizational -> Individual] An organization provides flexible work arrangements and a conducive environment to enable its individual employees to breastfeed.,Yes,1.0,"Environmental and Societal, Organizational",Direct Causal Link,Environmental and Societal -> Organizational,Organizational: The company provides a conducive environment for employees to breastfeed.; Environmental and Societal: The World Health Organization's recommendation on breastfeeding is a societal-level guideline.,[Environmental and Societal -> Organizational] The WHO's breastfeeding recommendation influences the company's support for breastfeeding employees.,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: `We` refers to the company as a single organization taking actions, and the `World Health Organization` is also treated as a single organizational body.; Individual: `employees` refers to specific individuals within the organization, whose actions are influenced.",[Organizational -> Individual] The company provides a conducive environment and flexible work arrangements to enable its employees to breastfeed.
Nestle_Annual_Report_2014_page_23.pdf,Nestlé Purina is addressing cognitive decline in pets using research techniques that focus on adding nutritional enhancements to pet food.,Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nestlé Purina is a specific company, fitting the definition of a single organization.; Individual: Pets are specific individual entities whose cognitive decline is being addressed directly by the company's product, aligning with the 'specific individuals' aspect of this scale.",[Organizational -> Individual] Nestlé Purina uses nutritional enhancements to address cognitive decline in individual pets.
Nestle_Annual_Report_2014_page_23.pdf,"Around age seven a dog’s glucose metabolism in the brain begins to change, which can affect memory, learning, awareness or decision-making. Our scientists have discovered that medium chain triglycerides (MCTs) in certain botanical oils can be used as an additional alternative source of energy for the brain in these ageing dogs.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Individual: Refers to 'a dog' and 'ageing dogs', representing specific individual animals and their internal biological processes like 'glucose metabolism' and cognitive functions.; Organizational: Refers to 'Our scientists', implying a formal group or entity (e.g., a research institution or company) whose collective action of discovery is highlighted.",[Organizational -> Individual] Scientists' discovery of MCTs provides an alternative energy source for the brains of individual ageing dogs.
Nestle_Annual_Report_2014_page_23.pdf,Our scientists have also developed a proprietary brain protection blend that includes fish oil to promote cognitive function in cats and dogs. Extensive testing in cats and dogs demonstrated improved cognitive and learning ability in pets fed this blend.,Yes,N/A,No,0.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: The 'scientists' who developed and extensively tested the blend represent an organizational entity responsible for research and product development.; Individual: 'Cats and dogs' are specific animals, fitting the 'Individual' scale as the direct recipients of the blend and the subjects experiencing improved cognitive function.",[Organizational -> Individual] Scientists within an organization developed a blend that directly promotes and improves cognitive function in individual cats and dogs.
Nestle_Annual_Report_2014_page_23.pdf,Purina Pro Plan Bright Mind helps support cognitive function in pets.,Yes,None,Yes,0.8,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Purina Pro Plan Bright Mind is a branded product from a company (Purina).; Individual: Pets are animals at the individual level.,[Organizational -> Individual] A company's pet food product (Purina Pro Plan Bright Mind) directly supports cognitive function in individual pets.,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Purina Pro Plan Bright Mind is a specific product line from an organization (Purina), representing an entity at the Organizational scale.; Individual: Pets are specific animals, fitting the definition of an Individual whose cognitive function is being influenced.",[Organizational -> Individual] Purina Pro Plan Bright Mind supports cognitive function in pets.
Nestle_Annual_Report_2014_page_25.pdf,Nestlé Purina’s recent work addresses cognitive decline in pets by using research techniques that focus on adding nutritional enhancements to pet food.,Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nestlé Purina is identified as a specific company.; Individual: Pets are specific animals, analogous to individuals, that are the target of the nutritional enhancements.",[Organizational -> Individual] Nestlé Purina's work uses nutritional enhancements to address cognitive decline in pets.
Nestle_Annual_Report_2014_page_25.pdf,"Nestlé Purina’s research has involved developing neuron-targeted nutrition with a blend of nutrients sourced from vegetable oils, such as coconut oil, to help improve memory function in older dogs.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nestlé Purina is a specific company, which is an entity defined under the Organizational scale.; Individual: Older dogs are specific individual entities whose memory function is targeted for improvement, aligning with the Individual scale.",[Organizational -> Individual] Nestlé Purina's development of neuron-targeted nutrition is designed to improve memory function in older dogs.
Nestle_Annual_Report_2014_page_26.pdf,It is our fundamental belief that for a company to prosper over the long term we need to create value for shareholders while at the same time creating value for society. We call this Creating Shared Value.,Yes,N/A,No,N/A,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,"Organizational: The actor 'a company' represents a single organization that performs actions.; Environmental and Societal: The actor 'society' represents a societal-level system, which is influenced by the company's actions.",[Organizational -> Environmental and Societal] A company creates value for society to achieve long-term prosperity.
Nestle_Annual_Report_2014_page_26.pdf,"In the Nestlé in society report we detail our progress towards meeting our 38 Creating Shared Value commitments (including three new ones for 2014). These commitments, which we introduced in 2013, make it possible for stakeholders to hold us accountable, while at the same time encouraging our management, and all our employees, to achieve continuous improvement. Creating Shared Value requires compliance with the highest standards of business practice, including international codes and standards as well as our own.",Yes,"Environmental and Societal, Individual",Yes,0.9,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nestlé as a single company making commitments and reporting progress.; Individual: Management and employees of Nestlé who are encouraged to achieve continuous improvement.,[Organizational -> Individual] Nestlé's organizational commitments directly encourage their individual managers and employees to achieve continuous improvement in Creating Shared Value practices.,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Environmental and Societal, Organizational",Causal Chain,Organizational -> Environmental and Societal -> Organizational,"Organizational: Nestlé is a single organization, and its 'Creating Shared Value commitments' are internal policies of this organization. Nestlé itself, when being held accountable, also represents the Organizational scale.; Environmental and Societal: 'Stakeholders' refers to a broad group of external societal actors, including communities, which fall under this scale due to their societal-level interaction and accountability function.",[Organizational -> Environmental and Societal -> Organizational] Nestlé's Creating Shared Value commitments enable stakeholders to hold the company accountable.
Nestle_Annual_Report_2014_page_26.pdf,"In 2014, we renewed a long-standing collaboration with the International Federation of Red Cross and Red Crescent Societies, with a particular focus on improving rural communities’ access to water.",Yes,"Inter-Organizational, Inter-Organizational / Sector, Organizational",Yes,0.9,"Environmental and Societal, Inter-Organizational, Organizational",Direct Causal Link,Inter-Organizational -> Environmental and Societal,Organizational: The 'we' in the text refers to a single organization that is renewing a collaboration.; Inter-Organizational: The International Federation of Red Cross and Red Crescent Societies is a global network of multiple organizations.; Environmental and Societal: Rural communities represent societal groups affected by the collaboration.,[Inter-Organizational -> Environmental and Societal] The International Federation of Red Cross and Red Crescent Societies collaboration aims to improve rural communities' access to water.,Yes,1.0,"Environmental and Societal, Inter-Organizational / Sector",Direct Causal Link,Inter-Organizational / Sector -> Environmental and Societal,"Inter-Organizational / Sector: The collaboration involves the International Federation of Red Cross and Red Crescent Societies, which is a group of organizations.; Environmental and Societal: The focus is on improving rural communities' access to water, which pertains to societal-level systems.",[Inter-Organizational / Sector -> Environmental and Societal] A collaboration with the Red Cross aims to improve rural communities' access to water.,No,0.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A
Nestle_Annual_Report_2014_page_27.pdf,"The new system introduces Centrifusion technology to achieve a high level of precision, using bar-code recognition to adjust the extraction parameters for each Grand Cru coffee, delivering the perfect cup. VertuoLine is pioneering a new segment of highest-quality, long-cup, freshly-brewed coffee. It brings the quality seal of espresso, the crema, to the world of freshly-brewed long-cup coffee.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: The 'new system' and 'VertuoLine' refer to a specific product line or technology developed and offered by a single organization.; Individual: The 'perfect cup' and 'crema to the world of freshly-brewed long-cup coffee' describe the final product quality and experience directly impacting the individual consumer.,"[Organizational -> Individual] A new coffee system developed by an organization delivers a perfect, high-quality coffee experience to the individual consumer."
Nestle_Annual_Report_2014_page_27.pdf,"VertuoLine features a new line of 12 Grands Crus, eight large-cup coffees and four espresso blends. The machine is sold directly to consumers through the network of Nespresso boutiques, over the phone and online and at selected North American retailers.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Inter-Organizational / Sector, Organizational",Convergent Influence,"[Organizational, Inter-Organizational / Sector] -> Individual","Organizational: Nespresso's direct sales channels ('Nespresso boutiques', 'over the phone and online') represent the actions of a single organization.; Inter-Organizational / Sector: 'selected North American retailers' refers to a group of distinct companies operating within a sector, not a single organization.; Individual: 'consumers' refers to specific individuals who purchase the product.","[Organizational, Inter-Organizational / Sector] -> Individual] Nespresso and various North American retailers directly sell VertuoLine products to individual consumers."
Nestle_Annual_Report_2014_page_27.pdf,"The Nespresso AAA Sustainable Quality Programme, developed with the Rainforest Alliance, was launched in 2003. It aims to secure the highest sustainable quality coffee for Nespresso’s Grands Crus while helping to improve the livelihoods of coffee farmers and their families through support and training. Nespresso pays above-market prices for its coffee beans, as part of its commitment in the programme.",No,Environmental and Societal,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nespresso and Rainforest Alliance are formal organizations/companies.; Individual: Coffee farmers and their families are individuals/households receiving benefits.,"[Organizational -> Individual] Nespresso pays above-market prices and provides support/training to coffee farmers, directly improving their livelihoods through the AAA Sustainable Quality Programme.",Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nespresso and the Rainforest Alliance are organizations involved in the programme.; Individual: Coffee farmers and their families are individuals benefiting from the programme.,"[Organizational -> Individual] Nespresso's programme supports and trains coffee farmers, improving their livelihoods.",Yes,0.9,"Environmental and Societal, Individual, Organizational",Causal Chain,Organizational -> Individual -> Environmental and Societal,"Organizational: Nespresso is a specific organization implementing the AAA Sustainable Quality Programme.; Individual: Coffee farmers and their families are specific individuals affected by the programme.; Environmental and Societal: The programme aims to improve sustainable quality coffee production, impacting broader societal and environmental systems.",[Organizational -> Individual -> Environmental and Societal] Nespresso's programme enhances coffee quality while improving farmers' livelihoods and sustainability.,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nespresso is a single organization. Its AAA Sustainable Quality Programme, developed by Nespresso (and Rainforest Alliance), represents an initiative and actions originating from and operating at the organizational level (e.g., paying above-market prices, providing support and training).; Individual: Coffee farmers and their families are specific individuals or informal groups whose livelihoods are directly influenced by the program's actions.","[Organizational -> Individual] The Nespresso AAA Sustainable Quality Programme, through support, training, and above-market prices, aims to improve the livelihoods of coffee farmers and their families."
Nestle_Annual_Report_2014_page_29.pdf,"At our 2014 CSV Forum, we announced that we will transform our European Youth Employment Initiative into a global programme. The initiative has two aims – to recruit and develop the next generation of Nestlé leaders and to help young people with the transition from education to work.",Yes,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,1.0,N/A,N/A,N/A,,N/A,No,0.0,N/A,N/A,N/A,,N/A,Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,"Organizational: Nestlé represents a single organization, and its 'European Youth Employment Initiative' is a program launched and managed by this organization.; Individual: 'Nestlé leaders' and 'young people' are specific individuals who are the direct beneficiaries and targets of the initiative's aims.",[Organizational -> Individual] Nestlé's initiative aims to recruit and develop future leaders and help young people transition from education to work.
Nestle_Annual_Report_2014_page_29.pdf,"For the Nestlé Needs YOUth programme in Europe, where one in four people under the age of 25 is unemployed, we pledged to offer 20000 jobs, apprenticeships and traineeships over three years, and establish readiness for work activities across our operations. We are well on schedule to achieve this with 11832 job and training opportunities created by the end of 2014 and around 1600 readiness for work events completed.",No,"Environmental and Societal, Individual",Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nestlé is a single company implementing the Nestlé Needs YOUth programme.; Individual: Youth/people under 25 in Europe represent individuals who are receiving employment opportunities.,"[Organizational -> Individual] Nestlé's YOUth programme directly creates employment opportunities and work readiness for young individuals in Europe through jobs, apprenticeships, and traineeships.",Yes,1.0,"Individual, Organizational",Direct Causal Link,Organizational -> Individual,Organizational: Nestlé is a single organization implementing the programme.; Individual: The programme targets individuals under the age of 25 who are unemployed.,[Organizational -> Individual] Nestlé's programme creates job and training opportunities for unemployed youth under 25.,Yes,0.9,"Environmental and Societal, Organizational",Direct Causal Link,Organizational -> Environmental and Societal,Organizational: Nestlé is a single organization implementing a program to create job opportunities.; Environmental and Societal: The program addresses the societal issue of youth unemployment in Europe.,[Organizational -> Environmental and Societal] Nestlé's job creation program aims to reduce youth unemployment in Europe.,Yes,1.0,"Environmental and Societal, Individual, Organizational",Causal Chain,Environmental and Societal -> Organizational -> Individual,"Environmental and Societal: The high rate of youth unemployment in Europe ('one in four people under the age of 25 is unemployed') represents a societal-level issue prompting action.; Organizational: Nestlé, as a single company ('we pledged', 'across our operations'), is the actor implementing the program and creating opportunities.; Individual: The '20000 jobs, apprenticeships and traineeships' and 'readiness for work activities' are directly offered to and benefit specific 'people under the age of 25'.",[Environmental and Societal -> Organizational -> Individual] Societal youth unemployment motivated Nestlé to create jobs and training opportunities for individuals.
Nestle_Annual_Report_2014_page_29.pdf,"We built on the success of this initiative in 2014 by establishing the Alliance for YOUth, a collaboration with around 200 other companies, to scale up and coordinate our efforts to tackle youth unemployment. The efforts of the Alliance for YOUth will result in the creation of more than 100000 opportunities for young people in Europe.",No,"Environmental and Societal, Individual",Yes,1.0,"Individual, Inter-Organizational / Sector, Organizational",Causal Chain,Organizational -> Inter-Organizational / Sector -> Individual,Organizational: The 'we' refers to a single company that established the alliance.; Inter-Organizational / Sector: The Alliance for YOUth is explicitly described as a collaboration with around 200 companies.; Individual: Young people in Europe who will receive employment opportunities represent individuals.,"[Organizational -> Inter-Organizational / Sector -> Individual] A company established the Alliance for YOUth (200 companies), which will create 100,000+ opportunities for young people in Europe.",Yes,1.0,"Individual, Inter-Organizational / Sector, Organizational",Causal Chain,Organizational -> Inter-Organizational / Sector -> Individual,Organizational: The initiative was established by a specific organization.; Inter-Organizational / Sector: The Alliance for YOUth is a collaboration with around 200 other companies.; Individual: The efforts are aimed at creating opportunities for young people.,"[Organizational -> Inter-Organizational / Sector -> Individual] An organization's initiative led to a sector-wide collaboration, creating opportunities for young people.",Yes,0.9,"Environmental and Societal, Inter-Organizational / Sector, Organizational",Causal Chain,Inter-Organizational / Sector -> Environmental and Societal,Organizational: The initiative and the Alliance for YOUth represent a specific organization or collaboration of organizations.; Inter-Organizational / Sector: The Alliance for YOUth involves around 200 companies working together.; Environmental and Societal: The creation of opportunities for young people addresses societal-level issues like youth unemployment.,"[Inter-Organizational / Sector -> Environmental and Societal] The Alliance for YOUth's collaboration aims to create over 100,000 job opportunities for youth in Europe.",Yes,1.0,"Individual, Inter-Organizational / Sector, Organizational",Causal Chain,Organizational -> Inter-Organizational / Sector -> Individual,"Organizational: 'We' refers to a single organization (implied Nestlé), which established the Alliance for YOUth.; Inter-Organizational / Sector: The 'Alliance for YOUth' is described as a 'collaboration with around 200 other companies', fitting the definition of groups of organizations.; Individual: 'Young people in Europe' are specific individuals who receive opportunities created by the Alliance.","[Organizational -> Inter-Organizational / Sector -> Individual] A company established an inter-organizational alliance, whose efforts will create opportunities for young people."
